time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:24:14    51.5129;  30.3308;  303.481;
14:24:18    51.5141;  30.3373;  303.487;
14:24:21    51.5133;  30.333;  303.483;
14:24:25    51.5131;  30.3321;  303.482;
14:24:28    51.5129;  30.3306;  303.481;
14:24:32    51.5131;  30.3322;  303.482;
14:24:35    51.5115;  30.3231;  303.473;
14:24:38    51.513;  30.3311;  303.481;
14:24:42    51.5142;  30.3381;  303.488;
14:24:45    51.5135;  30.3341;  303.484;
14:24:49    51.5125;  30.3287;  303.479;
14:24:52    51.5116;  30.3235;  303.474;
14:24:55    51.5137;  30.335;  303.485;
14:24:59    51.513;  30.3315;  303.482;
14:25:02    51.5136;  30.335;  303.485;
14:25:06    51.512;  30.3257;  303.476;
14:25:09    51.5131;  30.3317;  303.482;
14:25:13    51.5113;  30.3217;  303.472;
14:25:16    51.512;  30.3258;  303.476;
14:25:19    51.5124;  30.3281;  303.478;
14:25:23    51.5121;  30.3264;  303.476;
14:25:26    51.5126;  30.3289;  303.479;
14:25:30    51.5114;  30.3224;  303.472;
14:25:33    51.5138;  30.3356;  303.486;
14:25:36    51.513;  30.3316;  303.482;
14:25:40    51.5131;  30.3318;  303.482;
14:25:43    51.5115;  30.3229;  303.473;
14:25:47    51.5125;  30.3286;  303.479;
14:25:50    51.5111;  30.3209;  303.471;
14:25:53    51.5119;  30.3251;  303.475;
14:25:57    51.5139;  30.3361;  303.486;
14:26:00    51.5123;  30.3278;  303.478;
14:26:04    51.5138;  30.3356;  303.486;
14:26:07    51.5117;  30.3244;  303.474;
14:26:11    51.5113;  30.3222;  303.472;
14:26:14    51.5135;  30.3341;  303.484;
14:26:18    51.5128;  30.3301;  303.48;
14:26:21    51.5113;  30.322;  303.472;
14:26:24    51.5142;  30.3381;  303.488;
14:26:28    51.5122;  30.3268;  303.477;
14:26:31    51.5133;  30.3333;  303.483;
14:26:35    51.5134;  30.3335;  303.484;
14:26:38    51.5126;  30.3292;  303.479;
14:26:41    51.5109;  30.3197;  303.47;
14:26:45    51.5135;  30.3342;  303.484;
