time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:29:56    51.4813;  30.1562;  303.306;
10:30:00    51.4829;  30.1648;  303.315;
10:30:04    51.4825;  30.1627;  303.313;
10:30:07    51.4827;  30.1641;  303.314;
10:30:10    51.4835;  30.1682;  303.318;
10:30:14    51.4823;  30.1617;  303.312;
10:30:17    51.481;  30.1546;  303.305;
10:30:21    51.4794;  30.1458;  303.296;
10:30:24    51.4803;  30.1507;  303.301;
10:30:27    51.4799;  30.1482;  303.298;
10:30:31    51.4802;  30.1501;  303.3;
10:30:34    51.4793;  30.145;  303.295;
10:30:38    51.4817;  30.1583;  303.308;
10:30:41    51.4774;  30.1347;  303.285;
10:30:45    51.4791;  30.1442;  303.294;
10:30:48    51.4817;  30.1583;  303.308;
10:30:51    51.48;  30.149;  303.299;
10:30:55    51.4837;  30.1696;  303.32;
10:30:58    51.4818;  30.159;  303.309;
10:31:02    51.4827;  30.1642;  303.314;
10:31:05    51.4836;  30.1689;  303.319;
10:31:09    51.4834;  30.1677;  303.318;
10:31:12    51.4824;  30.1624;  303.312;
10:31:15    51.4843;  30.173;  303.323;
10:31:19    51.4829;  30.165;  303.315;
10:31:22    51.4839;  30.1705;  303.32;
10:31:26    51.4826;  30.1633;  303.313;
10:31:29    51.4826;  30.1632;  303.313;
10:31:33    51.4828;  30.1644;  303.314;
10:31:36    51.4844;  30.1735;  303.324;
10:31:39    51.4836;  30.1687;  303.319;
10:31:43    51.4829;  30.1651;  303.315;
10:31:46    51.4813;  30.1559;  303.306;
10:31:50    51.4823;  30.1618;  303.312;
10:31:53    51.4823;  30.1619;  303.312;
10:31:57    51.4835;  30.1685;  303.319;
10:32:00    51.4838;  30.17;  303.32;
10:32:04    51.4831;  30.1662;  303.316;
10:32:07    51.4843;  30.1728;  303.323;
10:32:10    51.4844;  30.1735;  303.324;
10:32:14    51.482;  30.1599;  303.31;
10:32:17    51.4835;  30.1681;  303.318;
10:32:21    51.484;  30.171;  303.321;
10:32:24    51.4834;  30.1675;  303.318;
10:32:28    51.4838;  30.1699;  303.32;
10:32:31    51.4837;  30.1696;  303.32;
10:32:34    51.4842;  30.172;  303.322;
10:32:38    51.4824;  30.1621;  303.312;
10:32:41    51.483;  30.1658;  303.316;
10:32:45    51.484;  30.1713;  303.321;
10:32:48    51.4836;  30.1687;  303.319;
10:32:51    51.4816;  30.158;  303.308;
10:32:55    51.4828;  30.1644;  303.314;
10:32:58    51.4819;  30.1596;  303.31;
10:33:02    51.4827;  30.1639;  303.314;
10:33:05    51.4835;  30.1681;  303.318;
10:33:08    51.4857;  30.1802;  303.33;
10:33:12    51.4844;  30.1735;  303.323;
