time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:23:40    51.4941;  30.2268;  303.377;
11:23:44    51.4981;  30.2492;  303.399;
11:23:47    51.4954;  30.2344;  303.384;
11:23:51    51.4947;  30.2303;  303.38;
11:23:54    51.4957;  30.2356;  303.386;
11:23:58    51.4964;  30.2398;  303.39;
11:24:01    51.4956;  30.2352;  303.385;
11:24:05    51.4962;  30.2387;  303.389;
11:24:08    51.4957;  30.2359;  303.386;
11:24:11    51.494;  30.2262;  303.376;
11:24:15    51.494;  30.2265;  303.376;
11:24:18    51.4941;  30.2271;  303.377;
11:24:22    51.4956;  30.2353;  303.385;
11:24:25    51.4951;  30.2325;  303.382;
11:24:29    51.4948;  30.2305;  303.381;
11:24:32    51.4948;  30.2305;  303.381;
11:24:35    51.4954;  30.2339;  303.384;
11:24:39    51.4952;  30.2328;  303.383;
11:24:42    51.4955;  30.2347;  303.385;
11:24:46    51.4961;  30.2379;  303.388;
11:24:49    51.4948;  30.2305;  303.381;
11:24:52    51.4945;  30.2293;  303.379;
11:24:56    51.4948;  30.2306;  303.381;
11:24:59    51.4947;  30.23;  303.38;
11:25:03    51.4967;  30.2412;  303.391;
11:25:06    51.4954;  30.2341;  303.384;
11:25:10    51.4952;  30.2327;  303.383;
11:25:13    51.4937;  30.2248;  303.375;
11:25:16    51.4945;  30.229;  303.379;
11:25:20    51.496;  30.2374;  303.387;
11:25:23    51.4937;  30.225;  303.375;
11:25:26    51.4943;  30.2282;  303.378;
11:25:30    51.4956;  30.2353;  303.385;
11:25:33    51.4947;  30.2304;  303.38;
11:25:37    51.496;  30.2376;  303.388;
11:25:40    51.4965;  30.2399;  303.39;
11:25:44    51.4945;  30.2294;  303.379;
11:25:47    51.496;  30.2374;  303.387;
11:25:51    51.4942;  30.2277;  303.378;
11:25:54    51.494;  30.2265;  303.376;
11:25:57    51.493;  30.2209;  303.371;
11:26:01    51.4944;  30.2287;  303.379;
11:26:04    51.4952;  30.233;  303.383;
11:26:08    51.4949;  30.2314;  303.381;
