time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:12:02    44.1901;  -9.89728;  263.253;
13:12:05    44.1898;  -9.89931;  263.251;
13:12:09    44.1904;  -9.89592;  263.254;
13:12:12    44.1872;  -9.91308;  263.237;
13:12:15    44.1904;  -9.89582;  263.254;
13:12:19    44.1878;  -9.9101;  263.24;
13:12:22    44.1895;  -9.90058;  263.249;
13:12:26    44.1911;  -9.8919;  263.258;
13:12:29    44.19;  -9.89827;  263.252;
13:12:32    44.1891;  -9.90269;  263.247;
13:12:36    44.1888;  -9.90448;  263.246;
13:12:39    44.1887;  -9.90509;  263.245;
13:12:43    44.1906;  -9.89478;  263.255;
13:12:46    44.1897;  -9.89992;  263.25;
13:12:50    44.1902;  -9.89691;  263.253;
13:12:53    44.1901;  -9.89761;  263.252;
13:12:56    44.188;  -9.90889;  263.241;
13:13:00    44.1887;  -9.90536;  263.245;
13:13:03    44.1895;  -9.90055;  263.249;
13:13:07    44.1893;  -9.9017;  263.248;
13:13:10    44.1882;  -9.90805;  263.242;
13:13:14    44.1898;  -9.89917;  263.251;
13:13:17    44.1898;  -9.89925;  263.251;
13:13:20    44.1892;  -9.90216;  263.248;
13:13:24    44.1877;  -9.91053;  263.239;
13:13:27    44.1892;  -9.90255;  263.247;
13:13:30    44.1881;  -9.90847;  263.242;
13:13:34    44.1885;  -9.9062;  263.244;
13:13:37    44.1904;  -9.89576;  263.254;
13:13:41    44.1889;  -9.90423;  263.246;
13:13:44    44.1887;  -9.90503;  263.245;
13:13:48    44.1881;  -9.90863;  263.241;
13:13:51    44.1884;  -9.90698;  263.243;
13:13:55    44.1886;  -9.90564;  263.244;
13:13:58    44.1878;  -9.91004;  263.24;
13:14:01    44.188;  -9.90906;  263.241;
13:14:05    44.1897;  -9.89958;  263.25;
13:14:08    44.1889;  -9.9041;  263.246;
13:14:12    44.1891;  -9.90318;  263.247;
13:14:15    44.1875;  -9.91157;  263.238;
13:14:18    44.19;  -9.89813;  263.252;
13:14:22    44.1893;  -9.90185;  263.248;
13:14:25    44.1889;  -9.90396;  263.246;
13:14:29    44.19;  -9.89808;  263.252;
13:14:32    44.1887;  -9.90504;  263.245;
13:14:36    44.188;  -9.90902;  263.241;
13:14:39    44.1879;  -9.90973;  263.24;
