time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:19:12    51.5116;  30.3234;  303.473;
14:19:16    51.5095;  30.312;  303.462;
14:19:19    51.5103;  30.3162;  303.466;
14:19:23    51.5081;  30.3041;  303.454;
14:19:26    51.5101;  30.3154;  303.465;
14:19:30    51.5092;  30.3101;  303.46;
14:19:33    51.5083;  30.3051;  303.455;
14:19:36    51.5069;  30.2974;  303.447;
14:19:40    51.5087;  30.3078;  303.458;
14:19:43    51.5085;  30.3065;  303.457;
14:19:47    51.5087;  30.3074;  303.457;
14:19:50    51.5076;  30.3016;  303.452;
14:19:54    51.5087;  30.3076;  303.458;
14:19:57    51.5089;  30.3088;  303.459;
14:20:00    51.508;  30.3039;  303.454;
14:20:04    51.5108;  30.3193;  303.469;
14:20:07    51.5098;  30.3137;  303.464;
14:20:11    51.5081;  30.3045;  303.455;
14:20:14    51.5094;  30.3116;  303.462;
14:20:17    51.5077;  30.302;  303.452;
14:20:21    51.5096;  30.3128;  303.463;
14:20:24    51.5073;  30.3;  303.45;
14:20:28    51.509;  30.3094;  303.459;
14:20:31    51.5091;  30.3099;  303.46;
14:20:34    51.5073;  30.3;  303.45;
14:20:38    51.5085;  30.3067;  303.457;
14:20:41    51.5082;  30.3049;  303.455;
14:20:45    51.5099;  30.3144;  303.464;
14:20:48    51.5091;  30.31;  303.46;
14:20:51    51.5077;  30.3018;  303.452;
14:20:55    51.5104;  30.317;  303.467;
14:20:58    51.51;  30.3147;  303.465;
14:21:02    51.5107;  30.3188;  303.469;
14:21:05    51.5073;  30.2996;  303.45;
14:21:09    51.5091;  30.3097;  303.46;
14:21:12    51.5082;  30.305;  303.455;
14:21:15    51.5087;  30.3076;  303.458;
14:21:19    51.5084;  30.3061;  303.456;
14:21:22    51.5093;  30.3107;  303.461;
14:21:26    51.5085;  30.3067;  303.457;
14:21:29    51.5081;  30.3043;  303.454;
14:21:33    51.5096;  30.3128;  303.463;
14:21:36    51.5069;  30.2979;  303.448;
14:21:39    51.5069;  30.2978;  303.448;
14:21:43    51.5078;  30.3024;  303.452;
14:21:46    51.5102;  30.3162;  303.466;
14:21:50    51.5069;  30.2976;  303.448;
14:21:53    51.5089;  30.3089;  303.459;
