time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:30:02    47.8191;  9.97818;  283.128;
15:30:05    47.818;  9.97248;  283.122;
15:30:08    47.8164;  9.96334;  283.113;
15:30:12    47.8172;  9.96784;  283.118;
15:30:15    47.8199;  9.98252;  283.133;
15:30:19    47.8189;  9.97725;  283.127;
15:30:22    47.8177;  9.9705;  283.12;
15:30:25    47.82;  9.98344;  283.133;
15:30:29    47.8179;  9.97186;  283.122;
15:30:32    47.8181;  9.97271;  283.123;
15:30:36    47.8185;  9.9749;  283.125;
15:30:39    47.8161;  9.96196;  283.112;
15:30:43    47.818;  9.9723;  283.122;
15:30:46    47.8179;  9.97188;  283.122;
15:30:49    47.8185;  9.97486;  283.125;
15:30:53    47.8197;  9.98149;  283.131;
15:30:56    47.8174;  9.96914;  283.119;
15:31:00    47.8188;  9.97673;  283.127;
15:31:03    47.8189;  9.97736;  283.127;
15:31:07    47.8192;  9.97877;  283.129;
15:31:10    47.8184;  9.97461;  283.125;
15:31:13    47.8173;  9.9685;  283.119;
15:31:17    47.8189;  9.97712;  283.127;
15:31:20    47.8169;  9.9661;  283.116;
15:31:24    47.8178;  9.97131;  283.121;
15:31:27    47.8178;  9.97087;  283.121;
15:31:30    47.8173;  9.96816;  283.118;
15:31:34    47.8186;  9.97528;  283.125;
15:31:37    47.8166;  9.96477;  283.115;
15:31:41    47.8176;  9.96989;  283.12;
15:31:44    47.8159;  9.96043;  283.11;
15:31:48    47.8189;  9.97746;  283.127;
15:31:51    47.8171;  9.96748;  283.117;
15:31:54    47.8175;  9.96948;  283.119;
15:31:58    47.817;  9.96662;  283.117;
15:32:01    47.817;  9.96687;  283.117;
15:32:05    47.8176;  9.9699;  283.12;
15:32:08    47.8179;  9.9718;  283.122;
15:32:11    47.8178;  9.97134;  283.121;
15:32:15    47.817;  9.96691;  283.117;
15:32:18    47.8182;  9.97319;  283.123;
15:32:22    47.8153;  9.95742;  283.107;
15:32:25    47.8173;  9.9686;  283.119;
15:32:29    47.8192;  9.9791;  283.129;
15:32:32    47.8173;  9.96831;  283.118;
15:32:35    47.8189;  9.97739;  283.127;
15:32:39    47.8173;  9.96866;  283.119;
15:32:42    47.8178;  9.97137;  283.121;
15:32:46    47.8202;  9.98432;  283.134;
15:32:49    47.8185;  9.9751;  283.125;
