time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:20:24    44.1773;  -9.96754;  263.182;
15:20:28    44.1779;  -9.96418;  263.186;
15:20:31    44.1764;  -9.97202;  263.178;
15:20:34    44.1778;  -9.96473;  263.185;
15:20:38    44.1783;  -9.96194;  263.188;
15:20:41    44.1792;  -9.95692;  263.193;
15:20:45    44.1773;  -9.96763;  263.182;
15:20:48    44.1781;  -9.96299;  263.187;
15:20:52    44.178;  -9.96366;  263.186;
15:20:55    44.1773;  -9.96744;  263.183;
15:20:58    44.1779;  -9.96418;  263.186;
15:21:02    44.1782;  -9.9626;  263.187;
15:21:05    44.1767;  -9.97061;  263.179;
15:21:09    44.1777;  -9.96542;  263.185;
15:21:12    44.1801;  -9.95235;  263.198;
15:21:16    44.1777;  -9.96544;  263.185;
15:21:19    44.1784;  -9.96116;  263.189;
15:21:22    44.1786;  -9.96046;  263.19;
15:21:26    44.1782;  -9.96252;  263.187;
15:21:29    44.1797;  -9.95434;  263.196;
15:21:33    44.1783;  -9.96211;  263.188;
15:21:36    44.1794;  -9.95599;  263.194;
15:21:39    44.1785;  -9.96099;  263.189;
15:21:43    44.178;  -9.96368;  263.186;
15:21:46    44.1779;  -9.96424;  263.186;
15:21:50    44.1798;  -9.95395;  263.196;
15:21:53    44.1788;  -9.9591;  263.191;
15:21:56    44.1785;  -9.9608;  263.189;
15:22:00    44.1776;  -9.96577;  263.184;
15:22:03    44.1774;  -9.96697;  263.183;
15:22:07    44.1774;  -9.9666;  263.183;
15:22:10    44.1788;  -9.95897;  263.191;
15:22:14    44.1791;  -9.9575;  263.193;
15:22:17    44.1788;  -9.95905;  263.191;
15:22:20    44.1786;  -9.9602;  263.19;
15:22:24    44.1791;  -9.95772;  263.192;
15:22:27    44.1765;  -9.97158;  263.178;
15:22:31    44.1765;  -9.9715;  263.179;
15:22:34    44.1757;  -9.97623;  263.174;
15:22:37    44.1751;  -9.97939;  263.171;
15:22:41    44.1763;  -9.97292;  263.177;
15:22:44    44.1775;  -9.96631;  263.184;
15:22:48    44.1759;  -9.97521;  263.175;
15:22:51    44.1743;  -9.98368;  263.166;
15:22:55    44.1748;  -9.98115;  263.169;
15:22:58    44.1752;  -9.97858;  263.171;
15:23:01    44.1756;  -9.97649;  263.174;
15:23:05    44.1754;  -9.97755;  263.172;
15:23:08    44.1751;  -9.97955;  263.17;
15:23:12    44.1768;  -9.97023;  263.18;
15:23:15    44.1764;  -9.97236;  263.178;
