time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:05:41    47.8249;  10.0103;  283.16;
14:05:45    47.827;  10.0216;  283.172;
14:05:48    47.8263;  10.0178;  283.168;
14:05:52    47.8262;  10.0174;  283.167;
14:05:55    47.8281;  10.0278;  283.178;
14:05:58    47.8279;  10.0266;  283.177;
14:06:02    47.8258;  10.0151;  283.165;
14:06:05    47.8276;  10.0252;  283.175;
14:06:09    47.8269;  10.0212;  283.171;
14:06:12    47.8271;  10.0222;  283.172;
14:06:15    47.8281;  10.0279;  283.178;
14:06:19    47.8266;  10.0193;  283.169;
14:06:22    47.8272;  10.0229;  283.173;
14:06:26    47.8256;  10.014;  283.164;
14:06:29    47.8281;  10.0275;  283.177;
14:06:33    47.8251;  10.0112;  283.161;
14:06:36    47.8256;  10.014;  283.164;
14:06:39    47.8275;  10.0243;  283.174;
14:06:43    47.8264;  10.0183;  283.168;
14:06:46    47.8272;  10.0227;  283.173;
14:06:50    47.8252;  10.012;  283.162;
14:06:53    47.8262;  10.0174;  283.167;
14:06:57    47.8271;  10.022;  283.172;
14:07:00    47.8257;  10.0148;  283.165;
14:07:03    47.8271;  10.0224;  283.172;
14:07:07    47.8263;  10.0176;  283.168;
14:07:10    47.8266;  10.0197;  283.17;
14:07:14    47.8276;  10.025;  283.175;
14:07:17    47.8271;  10.0224;  283.172;
14:07:20    47.8254;  10.0131;  283.163;
14:07:24    47.8258;  10.015;  283.165;
14:07:27    47.8269;  10.021;  283.171;
14:07:31    47.8282;  10.0281;  283.178;
14:07:34    47.8243;  10.0068;  283.157;
14:07:38    47.8263;  10.0179;  283.168;
14:07:41    47.8266;  10.0196;  283.17;
14:07:44    47.8265;  10.0187;  283.169;
14:07:48    47.8253;  10.0121;  283.162;
14:07:51    47.8249;  10.0104;  283.16;
14:07:55    47.8268;  10.0208;  283.171;
14:07:58    47.8259;  10.0155;  283.165;
14:08:01    47.8262;  10.0175;  283.167;
14:08:05    47.8281;  10.0275;  283.178;
14:08:08    47.8251;  10.0112;  283.161;
14:08:12    47.8266;  10.0195;  283.17;
