time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:11:56    51.5141;  30.3374;  303.487;
13:11:59    51.5138;  30.336;  303.486;
13:12:03    51.5139;  30.3363;  303.486;
13:12:06    51.5133;  30.3332;  303.483;
13:12:10    51.5146;  30.3401;  303.49;
13:12:13    51.5141;  30.3374;  303.487;
13:12:17    51.5148;  30.3411;  303.491;
13:12:20    51.5135;  30.334;  303.484;
13:12:23    51.511;  30.3202;  303.47;
13:12:27    51.5136;  30.3347;  303.485;
13:12:30    51.5122;  30.3268;  303.477;
13:12:34    51.5138;  30.3358;  303.486;
13:12:37    51.5127;  30.3298;  303.48;
13:12:40    51.5137;  30.335;  303.485;
13:12:44    51.5123;  30.3278;  303.478;
13:12:47    51.5115;  30.3233;  303.473;
13:12:51    51.5106;  30.3182;  303.468;
13:12:54    51.5115;  30.3232;  303.473;
13:12:57    51.5117;  30.3243;  303.474;
13:13:01    51.5153;  30.3439;  303.494;
13:13:04    51.5137;  30.335;  303.485;
13:13:08    51.5124;  30.3282;  303.478;
13:13:11    51.5126;  30.3289;  303.479;
13:13:15    51.511;  30.3203;  303.47;
13:13:18    51.5135;  30.3341;  303.484;
13:13:22    51.5116;  30.3239;  303.474;
13:13:25    51.5113;  30.3221;  303.472;
13:13:28    51.5133;  30.3331;  303.483;
13:13:32    51.5113;  30.3218;  303.472;
13:13:35    51.5139;  30.3364;  303.486;
13:13:39    51.5115;  30.3233;  303.473;
13:13:42    51.5117;  30.324;  303.474;
13:13:46    51.5145;  30.3399;  303.49;
13:13:49    51.5128;  30.3302;  303.48;
13:13:52    51.5133;  30.3331;  303.483;
13:13:56    51.5126;  30.3293;  303.479;
13:13:59    51.5119;  30.3252;  303.475;
13:14:03    51.5128;  30.3301;  303.48;
13:14:06    51.5111;  30.3209;  303.471;
13:14:10    51.5124;  30.3282;  303.478;
13:14:13    51.5134;  30.3338;  303.484;
13:14:16    51.5131;  30.3321;  303.482;
13:14:20    51.5127;  30.3296;  303.48;
13:14:23    51.5108;  30.3192;  303.469;
13:14:27    51.5125;  30.3286;  303.479;
13:14:30    51.5127;  30.33;  303.48;
13:14:33    51.5139;  30.3362;  303.486;
