time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:33:32    47.824;  10.0054;  283.155;
12:33:36    47.8219;  9.99361;  283.144;
12:33:39    47.8245;  10.0078;  283.158;
12:33:42    47.8235;  10.0022;  283.152;
12:33:46    47.8234;  10.0018;  283.152;
12:33:49    47.8239;  10.0048;  283.155;
12:33:53    47.8245;  10.0078;  283.158;
12:33:56    47.8235;  10.0025;  283.152;
12:33:59    47.824;  10.005;  283.155;
12:34:03    47.8228;  9.99864;  283.149;
12:34:06    47.8245;  10.0081;  283.158;
12:34:10    47.8251;  10.0112;  283.161;
12:34:13    47.8239;  10.0048;  283.155;
12:34:17    47.8232;  10.001;  283.151;
12:34:20    47.8258;  10.0151;  283.165;
12:34:24    47.8246;  10.0086;  283.159;
12:34:27    47.8218;  9.99287;  283.143;
12:34:30    47.8237;  10.0038;  283.154;
12:34:34    47.8236;  10.0033;  283.153;
12:34:37    47.8217;  9.99279;  283.143;
12:34:41    47.8239;  10.0048;  283.155;
12:34:44    47.8233;  10.0012;  283.151;
12:34:48    47.8212;  9.98962;  283.14;
12:34:51    47.8239;  10.0048;  283.155;
12:34:54    47.8242;  10.0064;  283.156;
12:34:58    47.8237;  10.0035;  283.153;
12:35:01    47.8219;  9.99362;  283.144;
12:35:05    47.8226;  9.99751;  283.148;
12:35:08    47.8234;  10.0016;  283.152;
12:35:11    47.8245;  10.0078;  283.158;
12:35:15    47.8228;  9.9984;  283.148;
12:35:18    47.8233;  10.0014;  283.151;
12:35:22    47.8225;  9.99678;  283.147;
12:35:25    47.823;  9.99972;  283.15;
12:35:29    47.8239;  10.0048;  283.155;
12:35:32    47.8249;  10.0103;  283.16;
12:35:35    47.8235;  10.0025;  283.153;
12:35:39    47.8233;  10.0014;  283.151;
12:35:42    47.8241;  10.0058;  283.156;
12:35:46    47.823;  9.99973;  283.15;
12:35:49    47.8226;  9.99758;  283.148;
12:35:53    47.8234;  10.0018;  283.152;
12:35:56    47.8223;  9.99589;  283.146;
12:35:59    47.8246;  10.0086;  283.159;
12:36:03    47.8221;  9.99455;  283.145;
12:36:06    47.8228;  9.99888;  283.149;
12:36:10    47.8242;  10.0061;  283.156;
12:36:13    47.8248;  10.0095;  283.16;
12:36:16    47.824;  10.005;  283.155;
12:36:20    47.8239;  10.0047;  283.155;
12:36:23    47.8212;  9.98965;  283.14;
