time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:38:12    51.5159;  30.3474;  303.497;
13:38:15    51.5156;  30.3457;  303.496;
13:38:19    51.516;  30.348;  303.498;
13:38:22    51.515;  30.3427;  303.493;
13:38:25    51.5158;  30.3468;  303.497;
13:38:29    51.5147;  30.341;  303.491;
13:38:32    51.5153;  30.3441;  303.494;
13:38:36    51.5143;  30.3384;  303.488;
13:38:39    51.514;  30.337;  303.487;
13:38:42    51.5148;  30.3412;  303.491;
13:38:46    51.5136;  30.3345;  303.484;
13:38:49    51.5143;  30.3385;  303.488;
13:38:53    51.5124;  30.3283;  303.478;
13:38:56    51.5156;  30.3457;  303.496;
13:39:00    51.5145;  30.3399;  303.49;
13:39:03    51.5131;  30.3318;  303.482;
13:39:07    51.5131;  30.332;  303.482;
13:39:10    51.5144;  30.3389;  303.489;
13:39:14    51.5149;  30.3416;  303.492;
13:39:17    51.5142;  30.3381;  303.488;
13:39:20    51.5135;  30.3339;  303.484;
13:39:24    51.5156;  30.346;  303.496;
13:39:27    51.5135;  30.334;  303.484;
13:39:31    51.5139;  30.3364;  303.486;
13:39:34    51.5141;  30.3376;  303.488;
13:39:38    51.5143;  30.3388;  303.489;
13:39:41    51.5143;  30.3387;  303.489;
13:39:44    51.5132;  30.3324;  303.482;
13:39:48    51.5136;  30.3348;  303.485;
13:39:51    51.5144;  30.3391;  303.489;
13:39:55    51.5133;  30.3333;  303.483;
13:39:58    51.5145;  30.3396;  303.49;
13:40:02    51.5153;  30.3438;  303.494;
13:40:05    51.513;  30.3312;  303.481;
13:40:08    51.5145;  30.3395;  303.49;
13:40:12    51.514;  30.3368;  303.487;
13:40:15    51.5145;  30.3398;  303.49;
13:40:19    51.5141;  30.3373;  303.487;
13:40:22    51.5128;  30.3305;  303.48;
13:40:25    51.5125;  30.3288;  303.479;
13:40:29    51.5144;  30.3389;  303.489;
13:40:32    51.515;  30.3423;  303.492;
13:40:36    51.5131;  30.3318;  303.482;
13:40:39    51.5116;  30.3238;  303.474;
13:40:43    51.5134;  30.3336;  303.484;
13:40:46    51.5148;  30.3413;  303.491;
13:40:49    51.5152;  30.3434;  303.493;
13:40:53    51.5148;  30.3416;  303.492;
13:40:56    51.5159;  30.3472;  303.497;
13:41:00    51.514;  30.3367;  303.487;
13:41:03    51.5145;  30.3396;  303.49;
13:41:06    51.5161;  30.3483;  303.498;
13:41:10    51.5145;  30.3398;  303.49;
