time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:42:46    51.4873;  30.1891;  303.339;
10:42:49    51.484;  30.1711;  303.321;
10:42:53    51.4847;  30.175;  303.325;
10:42:57    51.484;  30.1709;  303.321;
10:43:00    51.4824;  30.1623;  303.312;
10:43:03    51.4818;  30.1592;  303.309;
10:43:07    51.4845;  30.1738;  303.324;
10:43:10    51.4809;  30.154;  303.304;
10:43:14    51.4838;  30.1701;  303.32;
10:43:17    51.484;  30.1712;  303.321;
10:43:20    51.4834;  30.168;  303.318;
10:43:24    51.4845;  30.1738;  303.324;
10:43:27    51.4847;  30.1747;  303.325;
10:43:31    51.4823;  30.1617;  303.312;
10:43:34    51.4836;  30.169;  303.319;
10:43:37    51.4824;  30.1625;  303.312;
10:43:41    51.4846;  30.1747;  303.325;
10:43:44    51.4841;  30.1714;  303.321;
10:43:48    51.4855;  30.1795;  303.33;
10:43:51    51.4839;  30.1704;  303.32;
10:43:55    51.4839;  30.1704;  303.32;
10:43:58    51.4832;  30.1669;  303.317;
10:44:02    51.4849;  30.176;  303.326;
10:44:05    51.4834;  30.168;  303.318;
10:44:08    51.4829;  30.1651;  303.315;
10:44:12    51.4838;  30.1699;  303.32;
10:44:15    51.4846;  30.1744;  303.324;
10:44:19    51.4838;  30.17;  303.32;
10:44:22    51.4837;  30.1695;  303.319;
10:44:25    51.4831;  30.1661;  303.316;
10:44:29    51.4841;  30.1718;  303.322;
10:44:32    51.4831;  30.1663;  303.316;
10:44:36    51.4844;  30.1734;  303.323;
10:44:39    51.4847;  30.1751;  303.325;
10:44:42    51.4853;  30.1782;  303.328;
10:44:46    51.4835;  30.1681;  303.318;
10:44:49    51.4812;  30.1559;  303.306;
10:44:53    51.4852;  30.1777;  303.328;
10:44:56    51.4836;  30.1689;  303.319;
10:45:00    51.484;  30.1714;  303.321;
10:45:03    51.4855;  30.1792;  303.329;
10:45:06    51.4837;  30.1696;  303.32;
10:45:10    51.4827;  30.1639;  303.314;
10:45:13    51.4827;  30.1639;  303.314;
10:45:17    51.4837;  30.1696;  303.32;
10:45:20    51.4821;  30.1606;  303.311;
10:45:24    51.4844;  30.1732;  303.323;
10:45:27    51.4865;  30.1852;  303.335;
10:45:31    51.4879;  30.1928;  303.343;
10:45:34    51.4865;  30.185;  303.335;
10:45:37    51.4869;  30.1873;  303.337;
10:45:41    51.4882;  30.1943;  303.344;
