time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:47:33    47.8254;  10.0128;  283.163;
14:47:37    47.8258;  10.0149;  283.165;
14:47:40    47.8261;  10.017;  283.167;
14:47:44    47.8245;  10.0082;  283.158;
14:47:47    47.8265;  10.0189;  283.169;
14:47:50    47.8248;  10.0097;  283.16;
14:47:54    47.826;  10.0162;  283.166;
14:47:57    47.8229;  9.999;  283.149;
14:48:01    47.8243;  10.0068;  283.157;
14:48:04    47.8229;  9.99936;  283.149;
14:48:08    47.825;  10.0106;  283.161;
14:48:11    47.8244;  10.0072;  283.157;
14:48:14    47.8242;  10.0066;  283.157;
14:48:18    47.8237;  10.0034;  283.153;
14:48:21    47.8249;  10.0099;  283.16;
14:48:25    47.8231;  10.0003;  283.15;
14:48:28    47.8246;  10.0086;  283.159;
14:48:31    47.8253;  10.0124;  283.162;
14:48:35    47.8254;  10.0126;  283.163;
14:48:38    47.8245;  10.0081;  283.158;
14:48:42    47.823;  9.99965;  283.15;
14:48:45    47.8247;  10.0089;  283.159;
14:48:49    47.8264;  10.0181;  283.168;
14:48:52    47.8248;  10.0096;  283.16;
14:48:55    47.8218;  9.99318;  283.143;
14:48:59    47.8255;  10.0134;  283.163;
14:49:02    47.8249;  10.0101;  283.16;
14:49:06    47.8243;  10.0069;  283.157;
14:49:09    47.8258;  10.0152;  283.165;
14:49:13    47.8242;  10.0063;  283.156;
14:49:16    47.8246;  10.0087;  283.159;
14:49:19    47.8239;  10.0044;  283.154;
14:49:23    47.8256;  10.0138;  283.164;
14:49:26    47.8259;  10.0157;  283.166;
14:49:30    47.825;  10.0105;  283.16;
14:49:33    47.8273;  10.0233;  283.173;
14:49:36    47.8244;  10.0074;  283.157;
14:49:40    47.8255;  10.0135;  283.163;
14:49:43    47.8261;  10.0166;  283.167;
14:49:47    47.825;  10.0108;  283.161;
14:49:50    47.8231;  10.0002;  283.15;
14:49:54    47.8243;  10.0069;  283.157;
14:49:57    47.8258;  10.0148;  283.165;
14:50:00    47.8238;  10.0042;  283.154;
14:50:04    47.826;  10.0164;  283.166;
14:50:07    47.8237;  10.0037;  283.154;
14:50:11    47.8251;  10.0111;  283.161;
