time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:27:17    51.499;  30.2542;  303.404;
11:27:21    51.4971;  30.2432;  303.393;
11:27:24    51.4954;  30.2341;  303.384;
11:27:28    51.4974;  30.2454;  303.395;
11:27:31    51.4975;  30.2458;  303.396;
11:27:34    51.4962;  30.2387;  303.389;
11:27:38    51.4961;  30.2382;  303.388;
11:27:41    51.4974;  30.2451;  303.395;
11:27:45    51.496;  30.2376;  303.388;
11:27:48    51.4959;  30.2368;  303.387;
11:27:52    51.4964;  30.2395;  303.389;
11:27:55    51.4956;  30.2352;  303.385;
11:27:59    51.495;  30.2318;  303.382;
11:28:02    51.4957;  30.2358;  303.386;
11:28:05    51.4964;  30.2396;  303.39;
11:28:09    51.496;  30.2373;  303.387;
11:28:12    51.496;  30.2374;  303.387;
11:28:16    51.4961;  30.238;  303.388;
11:28:19    51.4974;  30.245;  303.395;
11:28:22    51.4952;  30.233;  303.383;
11:28:26    51.4988;  30.2532;  303.403;
11:28:29    51.4955;  30.2347;  303.385;
11:28:33    51.4961;  30.2381;  303.388;
11:28:36    51.4974;  30.2451;  303.395;
11:28:40    51.4968;  30.2416;  303.392;
11:28:43    51.496;  30.2376;  303.388;
11:28:46    51.4956;  30.2351;  303.385;
11:28:50    51.4966;  30.2407;  303.391;
11:28:53    51.4956;  30.2354;  303.385;
11:28:57    51.4994;  30.256;  303.406;
11:29:00    51.4956;  30.2353;  303.385;
11:29:04    51.4961;  30.2382;  303.388;
11:29:07    51.4945;  30.2291;  303.379;
11:29:10    51.4963;  30.2393;  303.389;
11:29:14    51.4956;  30.2352;  303.385;
11:29:17    51.4944;  30.2288;  303.379;
11:29:21    51.4973;  30.2446;  303.395;
11:29:24    51.4963;  30.239;  303.389;
11:29:28    51.4951;  30.2324;  303.382;
11:29:31    51.4963;  30.2391;  303.389;
11:29:34    51.4942;  30.2274;  303.377;
11:29:38    51.4962;  30.2383;  303.388;
11:29:41    51.4939;  30.2259;  303.376;
11:29:45    51.4948;  30.2305;  303.381;
11:29:48    51.4948;  30.2309;  303.381;
11:29:51    51.4943;  30.2281;  303.378;
11:29:55    51.4966;  30.2409;  303.391;
