time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:53:20    47.8199;  9.98248;  283.132;
11:53:23    47.8196;  9.9811;  283.131;
11:53:27    47.8188;  9.97642;  283.126;
11:53:30    47.8193;  9.97913;  283.129;
11:53:34    47.8189;  9.97695;  283.127;
11:53:37    47.8188;  9.9767;  283.127;
11:53:41    47.8173;  9.96817;  283.118;
11:53:44    47.8178;  9.97094;  283.121;
11:53:47    47.8193;  9.97935;  283.129;
11:53:51    47.8191;  9.97828;  283.128;
11:53:54    47.8183;  9.97368;  283.124;
11:53:58    47.8187;  9.97592;  283.126;
11:54:01    47.8192;  9.97881;  283.129;
11:54:04    47.8191;  9.97843;  283.128;
11:54:08    47.8174;  9.9688;  283.119;
11:54:11    47.8177;  9.97081;  283.121;
11:54:15    47.8188;  9.97656;  283.127;
11:54:18    47.8173;  9.96854;  283.119;
11:54:22    47.8186;  9.97528;  283.125;
11:54:25    47.8177;  9.97051;  283.121;
11:54:29    47.8178;  9.97108;  283.121;
11:54:32    47.8163;  9.96316;  283.113;
11:54:35    47.8194;  9.97999;  283.13;
11:54:39    47.8179;  9.97194;  283.122;
11:54:42    47.8195;  9.98026;  283.13;
11:54:46    47.819;  9.97766;  283.128;
11:54:49    47.8193;  9.97956;  283.13;
11:54:52    47.818;  9.97247;  283.122;
11:54:56    47.8179;  9.9719;  283.122;
11:54:59    47.8178;  9.97134;  283.121;
11:55:03    47.819;  9.97752;  283.128;
11:55:06    47.8198;  9.98197;  283.132;
11:55:10    47.8182;  9.97323;  283.123;
11:55:13    47.8187;  9.976;  283.126;
11:55:16    47.8195;  9.98065;  283.131;
11:55:20    47.8194;  9.98016;  283.13;
11:55:23    47.8178;  9.97091;  283.121;
11:55:27    47.8184;  9.97439;  283.124;
11:55:30    47.8176;  9.96998;  283.12;
11:55:33    47.8194;  9.97972;  283.13;
11:55:37    47.8195;  9.98023;  283.13;
11:55:40    47.8178;  9.97092;  283.121;
11:55:44    47.8197;  9.98165;  283.132;
11:55:47    47.819;  9.97779;  283.128;
11:55:50    47.8187;  9.97628;  283.126;
11:55:54    47.819;  9.97757;  283.128;
