time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:57:40    51.4913;  30.2115;  303.361;
10:57:43    51.4924;  30.2175;  303.367;
10:57:47    51.4908;  30.2086;  303.359;
10:57:50    51.4918;  30.2144;  303.364;
10:57:54    51.4912;  30.2107;  303.361;
10:57:57    51.4905;  30.2069;  303.357;
10:58:01    51.4903;  30.2061;  303.356;
10:58:04    51.4918;  30.2144;  303.364;
10:58:07    51.4928;  30.2197;  303.37;
10:58:11    51.493;  30.2207;  303.371;
10:58:14    51.4906;  30.2073;  303.357;
10:58:18    51.4922;  30.2162;  303.366;
10:58:21    51.4911;  30.2101;  303.36;
10:58:24    51.4914;  30.2121;  303.362;
10:58:28    51.4914;  30.2119;  303.362;
10:58:31    51.4891;  30.1995;  303.349;
10:58:35    51.4913;  30.2116;  303.362;
10:58:38    51.4898;  30.203;  303.353;
10:58:41    51.4915;  30.2125;  303.363;
10:58:45    51.4902;  30.2054;  303.355;
10:58:48    51.4912;  30.2109;  303.361;
10:58:52    51.4907;  30.2079;  303.358;
10:58:55    51.4897;  30.2026;  303.353;
10:58:58    51.4889;  30.198;  303.348;
10:59:02    51.4898;  30.2031;  303.353;
10:59:05    51.4909;  30.2091;  303.359;
10:59:09    51.4888;  30.1976;  303.348;
10:59:12    51.4928;  30.22;  303.37;
10:59:15    51.4914;  30.2118;  303.362;
10:59:19    51.4901;  30.2048;  303.355;
10:59:22    51.4906;  30.2076;  303.358;
10:59:26    51.4902;  30.2053;  303.355;
10:59:29    51.4902;  30.2054;  303.355;
10:59:33    51.4905;  30.207;  303.357;
10:59:36    51.4915;  30.2126;  303.363;
10:59:39    51.4907;  30.208;  303.358;
10:59:43    51.4901;  30.2051;  303.355;
10:59:46    51.4922;  30.2164;  303.366;
10:59:50    51.49;  30.2042;  303.354;
10:59:53    51.4897;  30.2028;  303.353;
10:59:57    51.4892;  30.2001;  303.35;
11:00:00    51.4905;  30.207;  303.357;
11:00:03    51.4926;  30.2185;  303.368;
11:00:07    51.4912;  30.2111;  303.361;
