time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:03:14    51.5115;  30.3229;  303.473;
13:03:17    51.5127;  30.3295;  303.48;
13:03:21    51.514;  30.3367;  303.487;
13:03:24    51.5127;  30.3294;  303.479;
13:03:28    51.5126;  30.3292;  303.479;
13:03:31    51.5126;  30.3293;  303.479;
13:03:34    51.5143;  30.3387;  303.489;
13:03:38    51.5136;  30.3348;  303.485;
13:03:41    51.5109;  30.3195;  303.47;
13:03:45    51.5107;  30.3186;  303.469;
13:03:48    51.5105;  30.3175;  303.468;
13:03:52    51.5132;  30.3323;  303.482;
13:03:55    51.5119;  30.3252;  303.475;
13:03:58    51.5107;  30.3189;  303.469;
13:04:02    51.5123;  30.3277;  303.478;
13:04:05    51.5122;  30.3267;  303.477;
13:04:09    51.5133;  30.3332;  303.483;
13:04:12    51.5114;  30.3224;  303.472;
13:04:15    51.5118;  30.3246;  303.475;
13:04:19    51.5127;  30.3295;  303.48;
13:04:22    51.5126;  30.3293;  303.479;
13:04:26    51.513;  30.3312;  303.481;
13:04:29    51.5103;  30.3165;  303.466;
13:04:33    51.5105;  30.3176;  303.468;
13:04:36    51.5122;  30.327;  303.477;
13:04:40    51.5118;  30.3246;  303.475;
13:04:43    51.5133;  30.3331;  303.483;
13:04:46    51.5117;  30.3242;  303.474;
13:04:50    51.5111;  30.3208;  303.471;
13:04:53    51.5096;  30.3128;  303.463;
13:04:57    51.5118;  30.3248;  303.475;
13:05:00    51.5125;  30.3287;  303.479;
13:05:03    51.5114;  30.3224;  303.472;
13:05:07    51.5112;  30.3214;  303.471;
13:05:10    51.5117;  30.3241;  303.474;
13:05:14    51.5111;  30.3207;  303.471;
13:05:17    51.5121;  30.3263;  303.476;
13:05:20    51.5127;  30.3299;  303.48;
13:05:24    51.5124;  30.3282;  303.478;
13:05:27    51.5123;  30.3275;  303.477;
13:05:31    51.5119;  30.3254;  303.475;
13:05:34    51.5098;  30.3136;  303.464;
13:05:38    51.5114;  30.3223;  303.472;
13:05:41    51.5092;  30.3102;  303.46;
13:05:44    51.5118;  30.3248;  303.475;
13:05:48    51.5131;  30.3319;  303.482;
13:05:51    51.5117;  30.3243;  303.474;
13:05:55    51.5118;  30.3249;  303.475;
13:05:58    51.5116;  30.3239;  303.474;
13:06:02    51.5112;  30.3214;  303.471;
13:06:05    51.5137;  30.335;  303.485;
13:06:09    51.5133;  30.3329;  303.483;
13:06:12    51.5114;  30.3225;  303.473;
