time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:34:57    51.4841;  30.1716;  303.322;
10:35:01    51.4847;  30.1747;  303.325;
10:35:04    51.4861;  30.1826;  303.333;
10:35:08    51.485;  30.1764;  303.326;
10:35:11    51.4865;  30.1848;  303.335;
10:35:15    51.486;  30.1821;  303.332;
10:35:18    51.4846;  30.1743;  303.324;
10:35:21    51.4848;  30.1757;  303.326;
10:35:25    51.4861;  30.1825;  303.332;
10:35:28    51.4842;  30.1722;  303.322;
10:35:32    51.4854;  30.1787;  303.329;
10:35:35    51.4857;  30.1805;  303.33;
10:35:38    51.4861;  30.1825;  303.332;
10:35:42    51.4843;  30.173;  303.323;
10:35:45    51.4844;  30.1733;  303.323;
10:35:49    51.4858;  30.1808;  303.331;
10:35:52    51.4852;  30.1779;  303.328;
10:35:55    51.4835;  30.1684;  303.318;
10:35:59    51.4844;  30.1732;  303.323;
10:36:03    51.4856;  30.1798;  303.33;
10:36:06    51.484;  30.1709;  303.321;
10:36:09    51.4836;  30.1689;  303.319;
10:36:13    51.4856;  30.1802;  303.33;
10:36:16    51.4845;  30.1741;  303.324;
10:36:20    51.4858;  30.1811;  303.331;
10:36:23    51.4851;  30.1774;  303.327;
10:36:26    51.4841;  30.1714;  303.321;
10:36:30    51.4867;  30.1859;  303.336;
10:36:33    51.4854;  30.1791;  303.329;
10:36:37    51.4852;  30.178;  303.328;
10:36:40    51.4859;  30.1816;  303.332;
10:36:44    51.4851;  30.1774;  303.327;
10:36:47    51.4857;  30.1804;  303.33;
10:36:50    51.4839;  30.1706;  303.321;
10:36:54    51.4863;  30.1839;  303.334;
10:36:57    51.4848;  30.1756;  303.326;
10:37:01    51.4839;  30.1705;  303.321;
10:37:04    51.4861;  30.1826;  303.333;
10:37:07    51.4852;  30.1776;  303.328;
10:37:11    51.486;  30.182;  303.332;
10:37:14    51.4864;  30.1846;  303.335;
10:37:18    51.4851;  30.1771;  303.327;
10:37:21    51.4837;  30.1694;  303.319;
10:37:25    51.4849;  30.1763;  303.326;
10:37:28    51.4855;  30.1796;  303.33;
10:37:31    51.4857;  30.1806;  303.331;
10:37:35    51.4853;  30.1785;  303.328;
10:37:38    51.4847;  30.1751;  303.325;
