time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:47:00    51.5163;  30.3496;  303.5;
13:47:03    51.5161;  30.3483;  303.498;
13:47:07    51.5161;  30.3484;  303.498;
13:47:10    51.514;  30.3371;  303.487;
13:47:14    51.5166;  30.3511;  303.501;
13:47:17    51.5157;  30.3461;  303.496;
13:47:21    51.5149;  30.3421;  303.492;
13:47:24    51.5159;  30.3476;  303.498;
13:47:27    51.514;  30.3369;  303.487;
13:47:31    51.5164;  30.3501;  303.5;
13:47:34    51.5129;  30.3308;  303.481;
13:47:38    51.5146;  30.3402;  303.49;
13:47:41    51.5144;  30.3392;  303.489;
13:47:44    51.5145;  30.3398;  303.49;
13:47:48    51.5136;  30.3345;  303.485;
13:47:51    51.5131;  30.3319;  303.482;
13:47:55    51.5138;  30.3359;  303.486;
13:47:58    51.5133;  30.333;  303.483;
13:48:01    51.5128;  30.33;  303.48;
13:48:05    51.5138;  30.336;  303.486;
13:48:08    51.5134;  30.3338;  303.484;
13:48:12    51.5125;  30.3285;  303.478;
13:48:15    51.5137;  30.3352;  303.485;
13:48:19    51.5125;  30.3285;  303.478;
13:48:22    51.5148;  30.3414;  303.491;
13:48:26    51.5131;  30.3322;  303.482;
13:48:29    51.5158;  30.3471;  303.497;
13:48:32    51.5124;  30.3278;  303.478;
13:48:36    51.5136;  30.3347;  303.485;
13:48:39    51.5128;  30.3304;  303.48;
13:48:43    51.5138;  30.3358;  303.486;
13:48:46    51.5147;  30.3409;  303.491;
13:48:50    51.5125;  30.3284;  303.478;
13:48:53    51.5122;  30.3272;  303.477;
13:48:56    51.5134;  30.3335;  303.483;
13:49:00    51.515;  30.3422;  303.492;
13:49:03    51.5132;  30.3323;  303.482;
13:49:07    51.5144;  30.3388;  303.489;
13:49:10    51.5151;  30.343;  303.493;
13:49:13    51.5143;  30.3387;  303.489;
13:49:17    51.5131;  30.3321;  303.482;
13:49:20    51.5134;  30.3335;  303.484;
13:49:24    51.5156;  30.3458;  303.496;
13:49:27    51.5141;  30.3374;  303.487;
13:49:31    51.5141;  30.3372;  303.487;
13:49:34    51.515;  30.3422;  303.492;
13:49:37    51.5141;  30.3375;  303.488;
13:49:41    51.5133;  30.3332;  303.483;
13:49:44    51.5141;  30.3373;  303.487;
13:49:48    51.5123;  30.3275;  303.478;
13:49:51    51.5131;  30.3319;  303.482;
13:49:55    51.514;  30.3371;  303.487;
13:49:58    51.5134;  30.3334;  303.483;
13:50:01    51.5128;  30.3305;  303.481;
13:50:05    51.5138;  30.3357;  303.486;
13:50:08    51.5132;  30.3324;  303.482;
13:50:12    51.5131;  30.3318;  303.482;
13:50:15    51.5125;  30.3288;  303.479;
13:50:18    51.5122;  30.3269;  303.477;
13:50:22    51.5134;  30.3336;  303.484;
13:50:25    51.5135;  30.3342;  303.484;
13:50:29    51.5145;  30.3396;  303.49;
