time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:16:03    51.5124;  30.3279;  303.478;
13:16:06    51.5121;  30.3263;  303.476;
13:16:10    51.514;  30.3369;  303.487;
13:16:13    51.5126;  30.3289;  303.479;
13:16:17    51.5122;  30.3267;  303.477;
13:16:20    51.5126;  30.3293;  303.479;
13:16:24    51.5129;  30.3307;  303.481;
13:16:27    51.5123;  30.3275;  303.478;
13:16:30    51.5124;  30.3281;  303.478;
13:16:34    51.5117;  30.3243;  303.474;
13:16:37    51.5126;  30.329;  303.479;
13:16:41    51.5134;  30.3334;  303.483;
13:16:44    51.5131;  30.3318;  303.482;
13:16:48    51.5117;  30.3241;  303.474;
13:16:51    51.5115;  30.3231;  303.473;
13:16:54    51.5115;  30.3234;  303.473;
13:16:58    51.5118;  30.325;  303.475;
13:17:01    51.513;  30.3312;  303.481;
13:17:05    51.5129;  30.331;  303.481;
13:17:08    51.5115;  30.323;  303.473;
13:17:12    51.5106;  30.318;  303.468;
13:17:15    51.5122;  30.3271;  303.477;
13:17:18    51.5118;  30.3246;  303.475;
13:17:22    51.512;  30.3258;  303.476;
13:17:25    51.5124;  30.3278;  303.478;
13:17:29    51.5102;  30.3157;  303.466;
13:17:32    51.5107;  30.3187;  303.469;
13:17:36    51.5119;  30.3255;  303.475;
13:17:39    51.5118;  30.325;  303.475;
13:17:42    51.5116;  30.3234;  303.473;
13:17:46    51.5116;  30.3235;  303.474;
13:17:49    51.5141;  30.3372;  303.487;
13:17:53    51.5125;  30.3286;  303.479;
13:17:56    51.5114;  30.3224;  303.472;
13:17:59    51.511;  30.3205;  303.471;
13:18:03    51.5139;  30.3365;  303.486;
13:18:06    51.5117;  30.3244;  303.474;
13:18:10    51.5127;  30.3298;  303.48;
13:18:13    51.5136;  30.3349;  303.485;
13:18:17    51.5119;  30.3254;  303.475;
13:18:20    51.5106;  30.3183;  303.468;
13:18:24    51.5134;  30.3337;  303.484;
13:18:27    51.5112;  30.3214;  303.471;
13:18:30    51.513;  30.3312;  303.481;
13:18:34    51.5108;  30.3193;  303.469;
13:18:37    51.5096;  30.3124;  303.462;
13:18:40    51.51;  30.3147;  303.465;
