time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:31:04    51.515;  30.3421;  303.492;
15:31:08    51.5149;  30.3417;  303.492;
15:31:11    51.5155;  30.3454;  303.495;
15:31:14    51.516;  30.3478;  303.498;
15:31:18    51.5152;  30.3433;  303.493;
15:31:21    51.5143;  30.3386;  303.489;
15:31:25    51.5163;  30.3494;  303.499;
15:31:28    51.5154;  30.3449;  303.495;
15:31:31    51.5134;  30.3335;  303.483;
15:31:35    51.5152;  30.3436;  303.494;
15:31:38    51.5143;  30.3386;  303.489;
15:31:42    51.5151;  30.3429;  303.493;
15:31:45    51.5143;  30.3388;  303.489;
15:31:49    51.5137;  30.3351;  303.485;
15:31:52    51.5151;  30.3432;  303.493;
15:31:55    51.5152;  30.3436;  303.494;
15:31:59    51.5165;  30.3507;  303.501;
15:32:02    51.516;  30.3481;  303.498;
15:32:06    51.5153;  30.3442;  303.494;
15:32:09    51.5159;  30.3475;  303.498;
15:32:13    51.5152;  30.3438;  303.494;
15:32:16    51.5159;  30.3473;  303.497;
15:32:19    51.5166;  30.3511;  303.501;
15:32:23    51.5155;  30.3452;  303.495;
15:32:26    51.5152;  30.3433;  303.493;
15:32:30    51.515;  30.3426;  303.493;
15:32:33    51.515;  30.3423;  303.492;
15:32:36    51.5148;  30.3414;  303.491;
15:32:40    51.5158;  30.3466;  303.497;
15:32:43    51.517;  30.3533;  303.503;
15:32:47    51.5149;  30.3419;  303.492;
15:32:50    51.5155;  30.3452;  303.495;
15:32:54    51.5148;  30.3413;  303.491;
15:32:57    51.516;  30.3477;  303.498;
15:33:00    51.5141;  30.3375;  303.487;
15:33:04    51.5148;  30.3412;  303.491;
15:33:07    51.516;  30.3481;  303.498;
15:33:11    51.5138;  30.3358;  303.486;
15:33:14    51.5155;  30.3455;  303.495;
15:33:17    51.5152;  30.3433;  303.493;
15:33:21    51.5164;  30.3503;  303.5;
15:33:24    51.5148;  30.3412;  303.491;
15:33:28    51.5139;  30.3366;  303.487;
15:33:31    51.5145;  30.3398;  303.49;
