time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:01:30    51.4923;  30.217;  303.367;
11:01:34    51.4929;  30.22;  303.37;
11:01:37    51.4911;  30.2101;  303.36;
11:01:41    51.4918;  30.214;  303.364;
11:01:44    51.493;  30.2209;  303.371;
11:01:47    51.4917;  30.2135;  303.363;
11:01:51    51.4919;  30.215;  303.365;
11:01:54    51.4923;  30.2168;  303.367;
11:01:58    51.4916;  30.2132;  303.363;
11:02:01    51.4923;  30.2172;  303.367;
11:02:04    51.4897;  30.2027;  303.353;
11:02:08    51.4923;  30.2168;  303.367;
11:02:11    51.4899;  30.2037;  303.354;
11:02:15    51.49;  30.2041;  303.354;
11:02:18    51.4917;  30.2135;  303.364;
11:02:22    51.4924;  30.2177;  303.368;
11:02:25    51.4902;  30.2054;  303.355;
11:02:28    51.4895;  30.2017;  303.352;
11:02:32    51.4914;  30.2117;  303.362;
11:02:35    51.4905;  30.2073;  303.357;
11:02:39    51.489;  30.1987;  303.349;
11:02:42    51.4892;  30.1998;  303.35;
11:02:46    51.4904;  30.2064;  303.356;
11:02:49    51.4921;  30.2158;  303.366;
11:02:52    51.49;  30.2043;  303.354;
11:02:56    51.4903;  30.2058;  303.356;
11:02:59    51.4925;  30.2182;  303.368;
11:03:03    51.4904;  30.2062;  303.356;
11:03:06    51.4921;  30.2158;  303.366;
11:03:09    51.4912;  30.211;  303.361;
11:03:13    51.4911;  30.2105;  303.36;
11:03:16    51.4896;  30.202;  303.352;
11:03:20    51.4907;  30.208;  303.358;
11:03:23    51.4913;  30.2112;  303.361;
11:03:27    51.4907;  30.208;  303.358;
11:03:30    51.491;  30.2098;  303.36;
11:03:33    51.4915;  30.2125;  303.363;
11:03:37    51.4906;  30.2074;  303.357;
11:03:40    51.4895;  30.2014;  303.351;
11:03:44    51.4897;  30.2028;  303.353;
11:03:47    51.4887;  30.197;  303.347;
11:03:51    51.4904;  30.2065;  303.356;
11:03:54    51.491;  30.2098;  303.36;
11:03:57    51.4901;  30.205;  303.355;
11:04:01    51.4922;  30.2164;  303.366;
11:04:04    51.4915;  30.2125;  303.362;
11:04:08    51.4901;  30.2048;  303.355;
11:04:11    51.4906;  30.2077;  303.358;
11:04:15    51.4903;  30.206;  303.356;
