time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:46:48    44.1835;  -9.93339;  263.217;
15:46:52    44.1823;  -9.93985;  263.21;
15:46:55    44.183;  -9.93617;  263.214;
15:46:58    44.1824;  -9.93972;  263.21;
15:47:02    44.1829;  -9.93697;  263.213;
15:47:05    44.1836;  -9.9328;  263.217;
15:47:09    44.1829;  -9.93666;  263.213;
15:47:12    44.183;  -9.93619;  263.214;
15:47:16    44.1831;  -9.93595;  263.214;
15:47:19    44.1834;  -9.93418;  263.216;
15:47:22    44.1827;  -9.93765;  263.212;
15:47:26    44.1822;  -9.94064;  263.209;
15:47:29    44.182;  -9.94178;  263.208;
15:47:33    44.1827;  -9.93775;  263.212;
15:47:36    44.1813;  -9.94565;  263.204;
15:47:40    44.1822;  -9.94066;  263.209;
15:47:43    44.1819;  -9.94222;  263.208;
15:47:46    44.1822;  -9.94057;  263.209;
15:47:50    44.1817;  -9.94309;  263.207;
15:47:53    44.1834;  -9.93397;  263.216;
15:47:57    44.1837;  -9.93237;  263.218;
15:48:00    44.1822;  -9.94052;  263.209;
15:48:03    44.184;  -9.93099;  263.219;
15:48:07    44.1839;  -9.93146;  263.219;
15:48:10    44.1835;  -9.93368;  263.216;
15:48:14    44.184;  -9.93087;  263.219;
15:48:17    44.182;  -9.94163;  263.208;
15:48:21    44.1833;  -9.93469;  263.215;
15:48:24    44.183;  -9.93608;  263.214;
15:48:27    44.1816;  -9.94385;  263.206;
15:48:31    44.1835;  -9.93366;  263.216;
15:48:34    44.1817;  -9.94343;  263.207;
15:48:38    44.1811;  -9.94689;  263.203;
15:48:41    44.1827;  -9.93795;  263.212;
15:48:44    44.1835;  -9.93329;  263.217;
15:48:48    44.1839;  -9.93116;  263.219;
15:48:51    44.1832;  -9.93523;  263.215;
15:48:55    44.1839;  -9.93127;  263.219;
15:48:58    44.1831;  -9.93577;  263.214;
15:49:02    44.1831;  -9.93595;  263.214;
15:49:05    44.1827;  -9.9379;  263.212;
15:49:09    44.1816;  -9.94403;  263.206;
15:49:12    44.1826;  -9.93853;  263.211;
15:49:15    44.1831;  -9.9355;  263.215;
15:49:19    44.1828;  -9.93728;  263.213;
15:49:22    44.1828;  -9.93736;  263.213;
15:49:26    44.184;  -9.93071;  263.219;
