time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:05:32    51.4933;  30.2227;  303.373;
11:05:36    51.4933;  30.2226;  303.373;
11:05:39    51.4932;  30.2222;  303.372;
11:05:42    51.4938;  30.2255;  303.376;
11:05:46    51.4934;  30.2231;  303.373;
11:05:49    51.4942;  30.2275;  303.377;
11:05:53    51.4942;  30.2273;  303.377;
11:05:56    51.4925;  30.2178;  303.368;
11:06:00    51.4919;  30.2148;  303.365;
11:06:03    51.4911;  30.2103;  303.36;
11:06:06    51.4929;  30.2202;  303.37;
11:06:10    51.4928;  30.2196;  303.37;
11:06:13    51.4936;  30.2244;  303.374;
11:06:17    51.4922;  30.2166;  303.367;
11:06:20    51.4907;  30.2082;  303.358;
11:06:23    51.4948;  30.2306;  303.381;
11:06:27    51.4897;  30.2024;  303.352;
11:06:30    51.4887;  30.1971;  303.347;
11:06:34    51.4895;  30.2016;  303.352;
11:06:37    51.489;  30.1987;  303.349;
11:06:41    51.4882;  30.1944;  303.344;
11:06:44    51.489;  30.1989;  303.349;
11:06:47    51.4882;  30.1944;  303.344;
11:06:51    51.4899;  30.2039;  303.354;
11:06:54    51.4902;  30.2056;  303.356;
11:06:58    51.4889;  30.1982;  303.348;
11:07:01    51.4902;  30.2051;  303.355;
11:07:05    51.4877;  30.1913;  303.341;
11:07:08    51.4898;  30.2029;  303.353;
11:07:11    51.4911;  30.2104;  303.36;
11:07:15    51.4892;  30.1997;  303.35;
11:07:18    51.4873;  30.1892;  303.339;
11:07:22    51.4903;  30.206;  303.356;
11:07:25    51.4889;  30.1983;  303.348;
11:07:28    51.49;  30.2041;  303.354;
11:07:32    51.4881;  30.194;  303.344;
11:07:35    51.491;  30.2098;  303.36;
11:07:39    51.4899;  30.2036;  303.354;
11:07:42    51.4887;  30.1971;  303.347;
11:07:46    51.489;  30.1985;  303.348;
11:07:49    51.4895;  30.2018;  303.352;
11:07:52    51.4907;  30.2081;  303.358;
11:07:56    51.4894;  30.201;  303.351;
11:07:59    51.4879;  30.1924;  303.342;
11:08:03    51.4891;  30.1992;  303.349;
11:08:06    51.4886;  30.1965;  303.346;
11:08:10    51.4885;  30.1961;  303.346;
11:08:13    51.4906;  30.2074;  303.357;
11:08:16    51.4877;  30.1915;  303.342;
11:08:20    51.4896;  30.2018;  303.352;
11:08:23    51.4883;  30.195;  303.345;
