time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:18:37    47.8226;  9.99732;  283.147;
12:18:41    47.8217;  9.99245;  283.142;
12:18:44    47.8211;  9.98902;  283.139;
12:18:48    47.824;  10.0051;  283.155;
12:18:51    47.8217;  9.99267;  283.143;
12:18:54    47.8214;  9.99095;  283.141;
12:18:58    47.821;  9.98868;  283.139;
12:19:02    47.8208;  9.98742;  283.137;
12:19:05    47.8217;  9.99235;  283.142;
12:19:08    47.822;  9.99402;  283.144;
12:19:12    47.8222;  9.99507;  283.145;
12:19:15    47.8218;  9.99335;  283.143;
12:19:19    47.8224;  9.99635;  283.146;
12:19:22    47.8224;  9.99639;  283.146;
12:19:25    47.8207;  9.98691;  283.137;
12:19:29    47.821;  9.98889;  283.139;
12:19:32    47.8193;  9.97948;  283.129;
12:19:36    47.8227;  9.99821;  283.148;
12:19:39    47.8204;  9.98536;  283.135;
12:19:42    47.8199;  9.98253;  283.133;
12:19:46    47.8192;  9.97897;  283.129;
12:19:49    47.8221;  9.99474;  283.145;
12:19:53    47.8214;  9.99091;  283.141;
12:19:56    47.8211;  9.98916;  283.139;
12:20:00    47.8204;  9.98561;  283.136;
12:20:03    47.8217;  9.99281;  283.143;
12:20:06    47.8208;  9.98752;  283.138;
12:20:10    47.8202;  9.98423;  283.134;
12:20:13    47.8229;  9.99901;  283.149;
12:20:17    47.8217;  9.99245;  283.142;
12:20:20    47.8205;  9.98584;  283.136;
12:20:23    47.8218;  9.99293;  283.143;
12:20:27    47.8216;  9.99179;  283.142;
12:20:30    47.8189;  9.97702;  283.127;
12:20:34    47.8247;  10.0092;  283.159;
12:20:37    47.8217;  9.99248;  283.142;
12:20:40    47.8203;  9.98478;  283.135;
12:20:44    47.824;  10.005;  283.155;
12:20:47    47.8218;  9.99311;  283.143;
12:20:51    47.8192;  9.97907;  283.129;
12:20:54    47.8205;  9.98601;  283.136;
12:20:58    47.8213;  9.9905;  283.141;
12:21:01    47.8214;  9.99104;  283.141;
12:21:04    47.8218;  9.993;  283.143;
12:21:08    47.8223;  9.99563;  283.146;
