time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:36:40    47.8256;  10.0141;  283.164;
14:36:44    47.8265;  10.0191;  283.169;
14:36:47    47.8262;  10.0174;  283.167;
14:36:51    47.8267;  10.0198;  283.17;
14:36:54    47.8248;  10.0098;  283.16;
14:36:57    47.8222;  9.99511;  283.145;
14:37:01    47.8222;  9.99556;  283.146;
14:37:04    47.823;  9.9997;  283.15;
14:37:08    47.8216;  9.99198;  283.142;
14:37:11    47.8215;  9.99136;  283.141;
14:37:14    47.8219;  9.99374;  283.144;
14:37:18    47.8215;  9.99163;  283.142;
14:37:21    47.8217;  9.99265;  283.143;
14:37:25    47.8226;  9.99747;  283.147;
14:37:28    47.8207;  9.98695;  283.137;
14:37:32    47.8209;  9.98827;  283.138;
14:37:35    47.8221;  9.99474;  283.145;
14:37:38    47.8225;  9.99692;  283.147;
14:37:42    47.823;  9.99946;  283.149;
14:37:45    47.8216;  9.99195;  283.142;
14:37:49    47.8217;  9.9924;  283.142;
14:37:52    47.8238;  10.0044;  283.154;
14:37:55    47.8206;  9.98664;  283.137;
14:37:59    47.823;  9.99951;  283.15;
14:38:02    47.8217;  9.99265;  283.143;
14:38:06    47.8212;  9.98979;  283.14;
14:38:09    47.8221;  9.99502;  283.145;
14:38:13    47.8207;  9.98705;  283.137;
14:38:16    47.8219;  9.99384;  283.144;
14:38:19    47.8205;  9.98613;  283.136;
14:38:23    47.8214;  9.99111;  283.141;
14:38:26    47.8216;  9.99226;  283.142;
14:38:30    47.8235;  10.0024;  283.152;
14:38:33    47.8223;  9.99564;  283.146;
14:38:37    47.8204;  9.98536;  283.135;
14:38:40    47.8211;  9.98938;  283.139;
14:38:43    47.8245;  10.008;  283.158;
14:38:47    47.821;  9.98879;  283.139;
14:38:50    47.8218;  9.99315;  283.143;
14:38:54    47.8217;  9.9925;  283.142;
14:38:57    47.8223;  9.99611;  283.146;
14:39:00    47.8219;  9.99385;  283.144;
14:39:04    47.8214;  9.99096;  283.141;
