time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:51:13    51.491;  30.2098;  303.36;
10:51:16    51.4888;  30.1977;  303.348;
10:51:20    51.4896;  30.2019;  303.352;
10:51:23    51.4887;  30.1973;  303.347;
10:51:26    51.4877;  30.1914;  303.341;
10:51:30    51.49;  30.2044;  303.354;
10:51:33    51.49;  30.2041;  303.354;
10:51:37    51.4889;  30.198;  303.348;
10:51:40    51.4881;  30.1936;  303.344;
10:51:44    51.4881;  30.1937;  303.344;
10:51:47    51.4889;  30.198;  303.348;
10:51:50    51.489;  30.1986;  303.349;
10:51:54    51.4892;  30.1998;  303.35;
10:51:57    51.4891;  30.1996;  303.35;
10:52:01    51.4877;  30.1913;  303.341;
10:52:04    51.4883;  30.1951;  303.345;
10:52:07    51.4885;  30.1957;  303.346;
10:52:11    51.4905;  30.207;  303.357;
10:52:14    51.4888;  30.1979;  303.348;
10:52:18    51.4877;  30.1914;  303.341;
10:52:21    51.4907;  30.2081;  303.358;
10:52:25    51.4886;  30.1968;  303.347;
10:52:28    51.4874;  30.19;  303.34;
10:52:31    51.4879;  30.1929;  303.343;
10:52:35    51.4892;  30.2001;  303.35;
10:52:39    51.4893;  30.2002;  303.35;
10:52:42    51.4888;  30.1974;  303.347;
10:52:45    51.488;  30.1932;  303.343;
10:52:49    51.4893;  30.2004;  303.35;
10:52:52    51.4891;  30.1993;  303.349;
10:52:56    51.4875;  30.1903;  303.34;
10:52:59    51.4891;  30.1992;  303.349;
10:53:02    51.4876;  30.191;  303.341;
10:53:06    51.4885;  30.1962;  303.346;
10:53:09    51.4893;  30.2002;  303.35;
10:53:13    51.4886;  30.1964;  303.346;
10:53:16    51.4874;  30.1897;  303.34;
10:53:20    51.4882;  30.1946;  303.345;
10:53:23    51.4902;  30.2053;  303.355;
10:53:26    51.4889;  30.1983;  303.348;
10:53:30    51.4897;  30.2028;  303.353;
10:53:33    51.4885;  30.196;  303.346;
10:53:37    51.4898;  30.2031;  303.353;
10:53:40    51.49;  30.2041;  303.354;
10:53:43    51.4895;  30.2015;  303.352;
10:53:47    51.4894;  30.2012;  303.351;
10:53:50    51.4886;  30.1967;  303.347;
10:53:54    51.4864;  30.1844;  303.334;
10:53:57    51.4892;  30.2;  303.35;
10:54:01    51.4895;  30.2016;  303.352;
10:54:04    51.4898;  30.203;  303.353;
10:54:07    51.4893;  30.2005;  303.35;
10:54:11    51.4889;  30.1979;  303.348;
