time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:27:55    51.5144;  30.339;  303.489;
14:27:58    51.5136;  30.3345;  303.485;
14:28:01    51.5127;  30.33;  303.48;
14:28:05    51.5124;  30.3282;  303.478;
14:28:08    51.5116;  30.3238;  303.474;
14:28:12    51.5126;  30.3294;  303.479;
14:28:15    51.513;  30.3312;  303.481;
14:28:18    51.5132;  30.3325;  303.483;
14:28:22    51.5129;  30.3309;  303.481;
14:28:25    51.5118;  30.3246;  303.475;
14:28:29    51.5122;  30.327;  303.477;
14:28:32    51.5131;  30.3321;  303.482;
14:28:36    51.514;  30.337;  303.487;
14:28:39    51.5112;  30.3213;  303.471;
14:28:43    51.512;  30.3259;  303.476;
14:28:46    51.5122;  30.3269;  303.477;
14:28:49    51.5141;  30.3374;  303.487;
14:28:53    51.5119;  30.3253;  303.475;
14:28:56    51.5123;  30.3276;  303.478;
14:29:00    51.5124;  30.328;  303.478;
14:29:03    51.5129;  30.3311;  303.481;
14:29:06    51.5122;  30.3271;  303.477;
14:29:10    51.5124;  30.3278;  303.478;
14:29:13    51.5139;  30.3364;  303.486;
14:29:17    51.5134;  30.3337;  303.484;
14:29:20    51.5117;  30.3243;  303.474;
14:29:24    51.5125;  30.3284;  303.478;
14:29:27    51.5114;  30.3226;  303.473;
14:29:31    51.5121;  30.3262;  303.476;
14:29:34    51.5123;  30.3278;  303.478;
14:29:37    51.5131;  30.332;  303.482;
14:29:41    51.5151;  30.3432;  303.493;
14:29:44    51.5124;  30.3282;  303.478;
14:29:48    51.5134;  30.3336;  303.484;
14:29:51    51.5141;  30.3377;  303.488;
14:29:54    51.5111;  30.321;  303.471;
14:29:58    51.5131;  30.3318;  303.482;
14:30:01    51.512;  30.3258;  303.476;
14:30:05    51.514;  30.3368;  303.487;
14:30:08    51.5122;  30.3267;  303.477;
14:30:12    51.5136;  30.3346;  303.485;
14:30:15    51.5116;  30.3236;  303.474;
14:30:18    51.513;  30.3316;  303.482;
14:30:22    51.5128;  30.3305;  303.48;
14:30:25    51.5134;  30.3336;  303.484;
14:30:28    51.5135;  30.334;  303.484;
14:30:32    51.5127;  30.3296;  303.48;
