time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:25:47    47.8249;  10.01;  283.16;
13:25:51    47.824;  10.0054;  283.155;
13:25:54    47.8261;  10.017;  283.167;
13:25:57    47.8259;  10.0154;  283.165;
13:26:01    47.8258;  10.015;  283.165;
13:26:04    47.8247;  10.0088;  283.159;
13:26:08    47.8267;  10.0199;  283.17;
13:26:11    47.8259;  10.0157;  283.166;
13:26:15    47.8261;  10.0168;  283.167;
13:26:18    47.8262;  10.0173;  283.167;
13:26:21    47.8268;  10.0204;  283.17;
13:26:25    47.8231;  10.0005;  283.15;
13:26:28    47.8256;  10.0138;  283.164;
13:26:32    47.8251;  10.0115;  283.161;
13:26:35    47.8246;  10.0087;  283.159;
13:26:38    47.8254;  10.0131;  283.163;
13:26:42    47.8261;  10.0166;  283.167;
13:26:45    47.8245;  10.0079;  283.158;
13:26:49    47.8244;  10.0071;  283.157;
13:26:52    47.8247;  10.009;  283.159;
13:26:56    47.8262;  10.0175;  283.168;
13:26:59    47.8238;  10.0043;  283.154;
13:27:02    47.8272;  10.0229;  283.173;
13:27:06    47.8252;  10.012;  283.162;
13:27:09    47.8282;  10.028;  283.178;
13:27:13    47.8266;  10.0192;  283.169;
13:27:16    47.8248;  10.0098;  283.16;
13:27:20    47.8245;  10.0077;  283.158;
13:27:23    47.8247;  10.009;  283.159;
13:27:26    47.8248;  10.0097;  283.16;
13:27:30    47.8254;  10.013;  283.163;
13:27:33    47.8265;  10.0191;  283.169;
13:27:37    47.8273;  10.0235;  283.173;
13:27:40    47.8262;  10.0171;  283.167;
13:27:44    47.8242;  10.0065;  283.156;
13:27:47    47.8256;  10.0141;  283.164;
13:27:50    47.8249;  10.0099;  283.16;
13:27:54    47.8248;  10.0096;  283.16;
13:27:57    47.8273;  10.0233;  283.173;
13:28:01    47.8256;  10.0142;  283.164;
13:28:04    47.826;  10.016;  283.166;
13:28:07    47.824;  10.0054;  283.155;
13:28:11    47.826;  10.0164;  283.166;
13:28:14    47.824;  10.0053;  283.155;
13:28:18    47.8253;  10.0122;  283.162;
