time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:24:39    47.823;  9.9998;  283.15;
12:24:43    47.8217;  9.99272;  283.143;
12:24:46    47.8241;  10.0056;  283.156;
12:24:50    47.8222;  9.99544;  283.145;
12:24:53    47.8234;  10.0021;  283.152;
12:24:57    47.8224;  9.99654;  283.147;
12:25:00    47.8229;  9.99908;  283.149;
12:25:03    47.8223;  9.99582;  283.146;
12:25:07    47.8228;  9.99834;  283.148;
12:25:10    47.8231;  10.0005;  283.15;
12:25:14    47.8226;  9.99755;  283.148;
12:25:17    47.8241;  10.0055;  283.155;
12:25:20    47.8232;  10.0007;  283.151;
12:25:24    47.8235;  10.0026;  283.153;
12:25:27    47.8227;  9.99822;  283.148;
12:25:31    47.8219;  9.99386;  283.144;
12:25:34    47.8239;  10.0045;  283.155;
12:25:38    47.8221;  9.99504;  283.145;
12:25:41    47.8212;  9.98999;  283.14;
12:25:45    47.8214;  9.99111;  283.141;
12:25:48    47.8212;  9.98967;  283.14;
12:25:51    47.8196;  9.98107;  283.131;
12:25:55    47.821;  9.98856;  283.139;
12:25:58    47.82;  9.98309;  283.133;
12:26:02    47.8214;  9.99109;  283.141;
12:26:05    47.8217;  9.99259;  283.143;
12:26:08    47.8211;  9.98905;  283.139;
12:26:12    47.8205;  9.98611;  283.136;
12:26:15    47.8203;  9.98473;  283.135;
12:26:19    47.8196;  9.98121;  283.131;
12:26:22    47.8209;  9.98791;  283.138;
12:26:25    47.8203;  9.98467;  283.135;
12:26:29    47.8176;  9.96996;  283.12;
12:26:32    47.8209;  9.98827;  283.138;
12:26:36    47.8214;  9.99091;  283.141;
12:26:39    47.8201;  9.98396;  283.134;
12:26:43    47.8215;  9.99155;  283.142;
12:26:46    47.8215;  9.99126;  283.141;
12:26:49    47.8197;  9.98154;  283.132;
12:26:53    47.8221;  9.99457;  283.145;
12:26:56    47.8197;  9.98158;  283.132;
12:27:00    47.8197;  9.98184;  283.132;
12:27:03    47.8215;  9.99151;  283.142;
12:27:06    47.8206;  9.98635;  283.136;
12:27:10    47.82;  9.98319;  283.133;
12:27:13    47.8219;  9.99351;  283.144;
