time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:06:26    44.1926;  -9.88357;  263.266;
14:06:29    44.192;  -9.88726;  263.263;
14:06:33    44.1946;  -9.87266;  263.277;
14:06:36    44.1924;  -9.88519;  263.265;
14:06:40    44.194;  -9.87642;  263.274;
14:06:43    44.1941;  -9.87587;  263.274;
14:06:47    44.1952;  -9.86937;  263.281;
14:06:50    44.1941;  -9.8754;  263.275;
14:06:53    44.1923;  -9.88545;  263.265;
14:06:57    44.1936;  -9.87859;  263.271;
14:07:00    44.1944;  -9.87406;  263.276;
14:07:04    44.1944;  -9.87426;  263.276;
14:07:07    44.1936;  -9.87848;  263.272;
14:07:10    44.1929;  -9.88237;  263.268;
14:07:14    44.1915;  -9.88971;  263.26;
14:07:17    44.1923;  -9.88526;  263.265;
14:07:21    44.1937;  -9.87777;  263.272;
14:07:24    44.1945;  -9.87355;  263.276;
14:07:28    44.1958;  -9.8664;  263.284;
14:07:31    44.1943;  -9.87442;  263.276;
14:07:34    44.1917;  -9.88874;  263.261;
14:07:38    44.1941;  -9.87566;  263.274;
14:07:41    44.1925;  -9.88432;  263.266;
14:07:45    44.1941;  -9.87548;  263.275;
14:07:48    44.1939;  -9.87699;  263.273;
14:07:51    44.1941;  -9.87567;  263.274;
14:07:55    44.1929;  -9.88226;  263.268;
14:07:58    44.1936;  -9.87844;  263.272;
14:08:02    44.1936;  -9.87848;  263.272;
14:08:05    44.1932;  -9.88069;  263.269;
14:08:09    44.1944;  -9.87421;  263.276;
14:08:12    44.1938;  -9.87741;  263.273;
14:08:15    44.1931;  -9.88125;  263.269;
14:08:19    44.1921;  -9.88642;  263.264;
14:08:22    44.194;  -9.876;  263.274;
14:08:26    44.1942;  -9.87514;  263.275;
14:08:29    44.193;  -9.88145;  263.269;
14:08:32    44.192;  -9.88725;  263.263;
14:08:36    44.1934;  -9.87959;  263.27;
14:08:39    44.1921;  -9.88663;  263.263;
14:08:43    44.1938;  -9.87734;  263.273;
14:08:46    44.1929;  -9.88232;  263.268;
14:08:49    44.1939;  -9.8767;  263.273;
14:08:53    44.1924;  -9.88492;  263.265;
14:08:56    44.1926;  -9.88406;  263.266;
14:09:00    44.1932;  -9.88056;  263.269;
14:09:03    44.1929;  -9.88246;  263.268;
