time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:17:09    44.1818;  -9.94295;  263.207;
12:17:12    44.1832;  -9.9354;  263.215;
12:17:16    44.1815;  -9.94426;  263.206;
12:17:19    44.1818;  -9.94275;  263.207;
12:17:23    44.1837;  -9.93259;  263.217;
12:17:26    44.1811;  -9.94643;  263.204;
12:17:29    44.184;  -9.93096;  263.219;
12:17:33    44.1817;  -9.94309;  263.207;
12:17:36    44.1838;  -9.93214;  263.218;
12:17:41    44.1808;  -9.94846;  263.202;
12:17:44    44.183;  -9.93614;  263.214;
12:17:47    44.1829;  -9.93682;  263.213;
12:17:51    44.182;  -9.94189;  263.208;
12:17:54    44.1835;  -9.93333;  263.217;
12:17:58    44.1824;  -9.93969;  263.21;
12:18:01    44.1806;  -9.94921;  263.201;
12:18:05    44.183;  -9.93601;  263.214;
12:18:08    44.182;  -9.94159;  263.208;
12:18:11    44.1823;  -9.94008;  263.21;
12:18:15    44.1819;  -9.94207;  263.208;
12:18:18    44.1832;  -9.93517;  263.215;
12:18:22    44.1811;  -9.94667;  263.203;
12:18:25    44.1815;  -9.94421;  263.206;
12:18:28    44.1813;  -9.94559;  263.204;
12:18:32    44.179;  -9.95818;  263.192;
12:18:35    44.1823;  -9.93993;  263.21;
12:18:39    44.1808;  -9.94834;  263.202;
12:18:42    44.1809;  -9.94757;  263.202;
12:18:46    44.1796;  -9.95461;  263.195;
12:18:49    44.1814;  -9.94525;  263.205;
12:18:52    44.1795;  -9.9555;  263.195;
12:18:56    44.1802;  -9.95131;  263.199;
12:18:59    44.179;  -9.95803;  263.192;
12:19:03    44.1797;  -9.95421;  263.196;
12:19:06    44.18;  -9.95287;  263.197;
12:19:10    44.1819;  -9.94249;  263.208;
12:19:13    44.1803;  -9.95097;  263.199;
12:19:17    44.1807;  -9.9486;  263.201;
12:19:20    44.1824;  -9.93971;  263.21;
12:19:23    44.1797;  -9.95434;  263.196;
12:19:27    44.181;  -9.94701;  263.203;
12:19:30    44.1806;  -9.94933;  263.201;
12:19:33    44.1813;  -9.94529;  263.205;
12:19:37    44.1815;  -9.94446;  263.206;
12:19:40    44.1818;  -9.94305;  263.207;
12:19:44    44.1828;  -9.93723;  263.213;
12:19:47    44.1801;  -9.95228;  263.198;
12:19:51    44.179;  -9.95831;  263.192;
12:19:54    44.181;  -9.94723;  263.203;
