time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:05:35    47.8204;  9.98556;  283.136;
12:05:39    47.82;  9.98335;  283.133;
12:05:42    47.821;  9.98846;  283.138;
12:05:46    47.8194;  9.97969;  283.13;
12:05:49    47.8183;  9.97379;  283.124;
12:05:52    47.8211;  9.98916;  283.139;
12:05:56    47.8196;  9.98096;  283.131;
12:05:59    47.8206;  9.98631;  283.136;
12:06:03    47.8191;  9.97821;  283.128;
12:06:06    47.8182;  9.9734;  283.123;
12:06:10    47.8185;  9.97505;  283.125;
12:06:13    47.819;  9.97782;  283.128;
12:06:17    47.8182;  9.97357;  283.124;
12:06:20    47.82;  9.98306;  283.133;
12:06:23    47.8206;  9.98659;  283.137;
12:06:27    47.8199;  9.98287;  283.133;
12:06:30    47.8205;  9.986;  283.136;
12:06:34    47.8187;  9.97605;  283.126;
12:06:37    47.8191;  9.97849;  283.128;
12:06:40    47.8196;  9.98111;  283.131;
12:06:44    47.82;  9.98336;  283.133;
12:06:47    47.8205;  9.98573;  283.136;
12:06:51    47.8203;  9.98461;  283.135;
12:06:54    47.8202;  9.98444;  283.134;
12:06:58    47.8187;  9.97626;  283.126;
12:07:01    47.819;  9.97761;  283.128;
12:07:04    47.8201;  9.98358;  283.134;
12:07:08    47.8184;  9.97419;  283.124;
12:07:11    47.8204;  9.98544;  283.135;
12:07:15    47.8185;  9.97489;  283.125;
12:07:18    47.8197;  9.98157;  283.132;
12:07:21    47.8189;  9.97703;  283.127;
12:07:25    47.8183;  9.97416;  283.124;
12:07:28    47.8199;  9.98276;  283.133;
12:07:32    47.8181;  9.97258;  283.123;
12:07:35    47.8186;  9.97549;  283.125;
12:07:39    47.8208;  9.98763;  283.138;
12:07:42    47.8206;  9.98654;  283.137;
12:07:45    47.82;  9.98316;  283.133;
12:07:49    47.8186;  9.97548;  283.125;
12:07:52    47.8183;  9.97401;  283.124;
12:07:56    47.8185;  9.97515;  283.125;
12:07:59    47.8208;  9.98771;  283.138;
12:08:02    47.8192;  9.97881;  283.129;
12:08:06    47.8211;  9.98933;  283.139;
12:08:09    47.8197;  9.9815;  283.132;
12:08:13    47.8197;  9.98147;  283.131;
12:08:16    47.8188;  9.97687;  283.127;
12:08:20    47.8179;  9.97146;  283.121;
12:08:23    47.8203;  9.98497;  283.135;
12:08:26    47.8188;  9.97669;  283.127;
12:08:30    47.8206;  9.98629;  283.136;
12:08:33    47.8203;  9.98477;  283.135;
