time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:17:48    51.5042;  30.2827;  303.433;
15:17:51    51.5046;  30.2849;  303.435;
15:17:54    51.5035;  30.2787;  303.429;
15:17:58    51.5022;  30.2716;  303.422;
15:18:01    51.5017;  30.2687;  303.419;
15:18:05    51.5013;  30.267;  303.417;
15:18:08    51.5037;  30.2801;  303.43;
15:18:11    51.5032;  30.2772;  303.427;
15:18:15    51.5025;  30.2733;  303.423;
15:18:18    51.5029;  30.2754;  303.425;
15:18:22    51.5028;  30.2748;  303.425;
15:18:25    51.5032;  30.2771;  303.427;
15:18:29    51.5033;  30.2778;  303.428;
15:18:32    51.5032;  30.2773;  303.427;
15:18:35    51.5032;  30.2774;  303.427;
15:18:39    51.5023;  30.2722;  303.422;
15:18:42    51.5028;  30.2753;  303.425;
15:18:46    51.502;  30.2708;  303.421;
15:18:49    51.5025;  30.2732;  303.423;
15:18:53    51.5009;  30.2647;  303.415;
15:18:56    51.5016;  30.2683;  303.418;
15:18:59    51.502;  30.2707;  303.421;
15:19:03    51.5028;  30.2751;  303.425;
15:19:06    51.5014;  30.267;  303.417;
15:19:10    51.5009;  30.2647;  303.415;
15:19:13    51.5028;  30.2747;  303.425;
15:19:16    51.5012;  30.266;  303.416;
15:19:20    51.5037;  30.2798;  303.43;
15:19:23    51.502;  30.2704;  303.42;
15:19:27    51.5005;  30.2622;  303.412;
15:19:30    51.5024;  30.2729;  303.423;
15:19:33    51.501;  30.2651;  303.415;
15:19:37    51.5028;  30.275;  303.425;
15:19:40    51.5058;  30.2915;  303.442;
15:19:44    51.5028;  30.2752;  303.425;
15:19:47    51.5029;  30.2755;  303.426;
15:19:51    51.5023;  30.2722;  303.422;
15:19:54    51.5025;  30.2732;  303.423;
15:19:58    51.5029;  30.2756;  303.426;
15:20:01    51.5014;  30.2675;  303.417;
15:20:04    51.5028;  30.275;  303.425;
15:20:08    51.5021;  30.271;  303.421;
15:20:11    51.5017;  30.2692;  303.419;
15:20:15    51.5005;  30.2625;  303.413;
15:20:18    51.4988;  30.2526;  303.403;
15:20:21    51.4981;  30.2488;  303.399;
15:20:25    51.4993;  30.2554;  303.405;
15:20:28    51.4999;  30.259;  303.409;
15:20:32    51.4991;  30.2546;  303.405;
15:20:35    51.4993;  30.2559;  303.406;
15:20:39    51.4996;  30.2575;  303.408;
