time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:42:32    47.8254;  10.0131;  283.163;
13:42:36    47.8265;  10.019;  283.169;
13:42:39    47.8275;  10.0246;  283.175;
13:42:42    47.8272;  10.0225;  283.173;
13:42:46    47.8282;  10.0282;  283.178;
13:42:49    47.8267;  10.0201;  283.17;
13:42:53    47.8262;  10.0173;  283.167;
13:42:56    47.8269;  10.0213;  283.171;
13:42:59    47.8276;  10.025;  283.175;
13:43:03    47.8265;  10.0191;  283.169;
13:43:06    47.8255;  10.0135;  283.164;
13:43:10    47.8261;  10.0165;  283.167;
13:43:13    47.8256;  10.0142;  283.164;
13:43:17    47.8246;  10.0083;  283.158;
13:43:20    47.8252;  10.0119;  283.162;
13:43:24    47.8264;  10.0183;  283.168;
13:43:27    47.8253;  10.0121;  283.162;
13:43:30    47.8282;  10.0281;  283.178;
13:43:34    47.8261;  10.0169;  283.167;
13:43:37    47.827;  10.0216;  283.172;
13:43:41    47.8268;  10.0206;  283.171;
13:43:44    47.8254;  10.0127;  283.163;
13:43:47    47.8265;  10.0188;  283.169;
13:43:51    47.8257;  10.0145;  283.165;
13:43:54    47.8252;  10.0116;  283.162;
13:43:58    47.8259;  10.0156;  283.166;
13:44:01    47.8257;  10.0145;  283.165;
13:44:05    47.8259;  10.0154;  283.165;
13:44:08    47.825;  10.0104;  283.16;
13:44:11    47.8258;  10.0153;  283.165;
13:44:15    47.8264;  10.0181;  283.168;
13:44:18    47.8268;  10.0204;  283.17;
13:44:22    47.8258;  10.015;  283.165;
13:44:25    47.8267;  10.02;  283.17;
13:44:28    47.8262;  10.0175;  283.168;
13:44:32    47.8266;  10.0194;  283.169;
13:44:35    47.8258;  10.0148;  283.165;
13:44:39    47.825;  10.0108;  283.161;
13:44:42    47.8261;  10.0167;  283.167;
13:44:46    47.8245;  10.0077;  283.158;
13:44:49    47.8247;  10.0089;  283.159;
13:44:52    47.8247;  10.009;  283.159;
13:44:56    47.826;  10.0162;  283.166;
13:44:59    47.8241;  10.0058;  283.156;
13:45:03    47.8254;  10.0128;  283.163;
13:45:06    47.8238;  10.0043;  283.154;
13:45:09    47.8243;  10.0067;  283.157;
