time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:13:25    44.1829;  -9.93674;  263.213;
13:13:28    44.1847;  -9.92717;  263.223;
13:13:31    44.1828;  -9.93738;  263.213;
13:13:35    44.1821;  -9.94094;  263.209;
13:13:38    44.1837;  -9.9322;  263.218;
13:13:42    44.1837;  -9.93267;  263.217;
13:13:45    44.1817;  -9.94324;  263.207;
13:13:48    44.1824;  -9.93953;  263.21;
13:13:52    44.1832;  -9.93519;  263.215;
13:13:55    44.1845;  -9.92791;  263.222;
13:13:59    44.1828;  -9.93742;  263.213;
13:14:02    44.1837;  -9.93261;  263.217;
13:14:06    44.1835;  -9.93378;  263.216;
13:14:09    44.1831;  -9.93558;  263.214;
13:14:13    44.1829;  -9.93655;  263.213;
13:14:16    44.1834;  -9.93387;  263.216;
13:14:19    44.1832;  -9.93532;  263.215;
13:14:23    44.1836;  -9.93277;  263.217;
13:14:26    44.1826;  -9.9387;  263.211;
13:14:30    44.1837;  -9.9322;  263.218;
13:14:33    44.1829;  -9.93667;  263.213;
13:14:36    44.1832;  -9.93539;  263.215;
13:14:40    44.1832;  -9.93541;  263.215;
13:14:43    44.184;  -9.93104;  263.219;
13:14:47    44.1818;  -9.94286;  263.207;
13:14:50    44.1833;  -9.93436;  263.216;
13:14:53    44.1833;  -9.93434;  263.216;
13:14:57    44.1819;  -9.94201;  263.208;
13:15:00    44.1828;  -9.93717;  263.213;
13:15:04    44.1829;  -9.93672;  263.213;
13:15:07    44.1847;  -9.92712;  263.223;
13:15:10    44.1827;  -9.93816;  263.212;
13:15:14    44.1831;  -9.93582;  263.214;
13:15:17    44.1847;  -9.92677;  263.223;
13:15:21    44.1812;  -9.9459;  263.204;
13:15:24    44.1818;  -9.94275;  263.207;
13:15:27    44.1827;  -9.9378;  263.212;
13:15:31    44.1839;  -9.93148;  263.219;
13:15:34    44.1829;  -9.93677;  263.213;
13:15:38    44.1824;  -9.93978;  263.21;
13:15:41    44.1831;  -9.93598;  263.214;
13:15:45    44.1835;  -9.93371;  263.216;
13:15:48    44.1814;  -9.94487;  263.205;
13:15:52    44.1835;  -9.93339;  263.217;
13:15:55    44.1827;  -9.93804;  263.212;
13:15:58    44.1807;  -9.94882;  263.201;
