time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:32:52    44.1723;  -9.99494;  263.155;
14:32:56    44.1715;  -9.99904;  263.151;
14:32:59    44.1691;  -10.0123;  263.138;
14:33:03    44.1696;  -10.0096;  263.14;
14:33:06    44.17;  -10.0071;  263.143;
14:33:10    44.1689;  -10.0134;  263.137;
14:33:13    44.168;  -10.0182;  263.132;
14:33:16    44.1668;  -10.0248;  263.125;
14:33:20    44.1703;  -10.0056;  263.144;
14:33:23    44.1702;  -10.0063;  263.144;
14:33:27    44.1707;  -10.0036;  263.146;
14:33:30    44.1693;  -10.0108;  263.139;
14:33:34    44.1682;  -10.0173;  263.133;
14:33:37    44.171;  -10.0019;  263.148;
14:33:41    44.1703;  -10.0058;  263.144;
14:33:44    44.169;  -10.0127;  263.137;
14:33:47    44.1687;  -10.0143;  263.136;
14:33:51    44.1697;  -10.0091;  263.141;
14:33:54    44.171;  -10.0019;  263.148;
14:33:58    44.1701;  -10.0067;  263.143;
14:34:01    44.1699;  -10.008;  263.142;
14:34:04    44.1689;  -10.0132;  263.137;
14:34:08    44.1684;  -10.016;  263.134;
14:34:11    44.1675;  -10.0209;  263.129;
14:34:15    44.1675;  -10.0207;  263.129;
14:34:18    44.1683;  -10.0166;  263.133;
14:34:22    44.1657;  -10.0308;  263.119;
14:34:25    44.1672;  -10.0225;  263.128;
14:34:28    44.167;  -10.0239;  263.126;
14:34:32    44.1679;  -10.0188;  263.131;
14:34:35    44.1689;  -10.0131;  263.137;
14:34:39    44.1671;  -10.0232;  263.127;
14:34:42    44.1665;  -10.0265;  263.123;
14:34:45    44.1672;  -10.0225;  263.128;
14:34:49    44.1672;  -10.0226;  263.127;
14:34:52    44.1685;  -10.0156;  263.134;
14:34:56    44.1658;  -10.0301;  263.12;
14:34:59    44.1652;  -10.0332;  263.117;
14:35:03    44.1661;  -10.0285;  263.122;
14:35:06    44.1655;  -10.0316;  263.118;
14:35:09    44.1675;  -10.0211;  263.129;
14:35:13    44.1677;  -10.0199;  263.13;
14:35:16    44.169;  -10.0127;  263.137;
14:35:20    44.1679;  -10.0188;  263.131;
14:35:23    44.1695;  -10.0101;  263.14;
14:35:26    44.169;  -10.0126;  263.137;
14:35:30    44.1689;  -10.0132;  263.137;
14:35:33    44.1692;  -10.0114;  263.139;
