time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:57:32    44.1948;  -9.87169;  263.278;
14:57:35    44.1946;  -9.87295;  263.277;
14:57:39    44.1943;  -9.87482;  263.275;
14:57:42    44.1954;  -9.86847;  263.282;
14:57:46    44.1943;  -9.8748;  263.275;
14:57:49    44.1949;  -9.87108;  263.279;
14:57:52    44.1959;  -9.86595;  263.284;
14:57:56    44.1936;  -9.87853;  263.271;
14:57:59    44.1958;  -9.86623;  263.284;
14:58:03    44.1962;  -9.86441;  263.286;
14:58:06    44.194;  -9.87593;  263.274;
14:58:09    44.1956;  -9.86772;  263.282;
14:58:13    44.1965;  -9.86238;  263.288;
14:58:16    44.1939;  -9.87667;  263.273;
14:58:20    44.1935;  -9.87908;  263.271;
14:58:23    44.1945;  -9.87356;  263.276;
14:58:27    44.1951;  -9.87008;  263.28;
14:58:30    44.1955;  -9.86818;  263.282;
14:58:33    44.1945;  -9.87368;  263.276;
14:58:37    44.1941;  -9.87565;  263.274;
14:58:40    44.1952;  -9.8698;  263.28;
14:58:44    44.1933;  -9.87999;  263.27;
14:58:47    44.1939;  -9.87651;  263.273;
14:58:51    44.1962;  -9.86441;  263.286;
14:58:54    44.1945;  -9.87324;  263.277;
14:58:57    44.1899;  -9.89856;  263.251;
14:59:01    44.1911;  -9.89189;  263.258;
14:59:04    44.1905;  -9.89526;  263.255;
14:59:08    44.1922;  -9.88596;  263.264;
14:59:11    44.1921;  -9.88634;  263.264;
14:59:15    44.1909;  -9.89285;  263.257;
14:59:18    44.1907;  -9.89414;  263.256;
14:59:21    44.1935;  -9.87865;  263.271;
14:59:25    44.1906;  -9.89449;  263.256;
14:59:28    44.1911;  -9.89227;  263.258;
14:59:32    44.1911;  -9.89223;  263.258;
14:59:35    44.191;  -9.89253;  263.257;
14:59:38    44.1906;  -9.89474;  263.255;
14:59:42    44.1904;  -9.8959;  263.254;
14:59:45    44.1904;  -9.89571;  263.254;
14:59:49    44.191;  -9.89245;  263.258;
14:59:52    44.1929;  -9.88204;  263.268;
14:59:55    44.1932;  -9.88069;  263.269;
14:59:59    44.1923;  -9.88534;  263.265;
15:00:02    44.1937;  -9.87782;  263.272;
15:00:06    44.1915;  -9.88984;  263.26;
15:00:09    44.1927;  -9.88314;  263.267;
15:00:13    44.1919;  -9.88754;  263.262;
15:00:16    44.1939;  -9.87675;  263.273;
15:00:19    44.191;  -9.89251;  263.257;
15:00:23    44.1942;  -9.87486;  263.275;
15:00:26    44.1927;  -9.88354;  263.266;
15:00:30    44.1933;  -9.88023;  263.27;
15:00:33    44.1951;  -9.87043;  263.28;
15:00:36    44.1944;  -9.8742;  263.276;
