time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:52:39    44.1827;  -9.93783;  263.212;
12:52:42    44.1811;  -9.94668;  263.203;
12:52:46    44.181;  -9.94715;  263.203;
12:52:49    44.1831;  -9.93594;  263.214;
12:52:53    44.1803;  -9.95078;  263.199;
12:52:56    44.1817;  -9.94348;  263.207;
12:53:00    44.1829;  -9.93687;  263.213;
12:53:03    44.1836;  -9.93303;  263.217;
12:53:06    44.1821;  -9.9414;  263.209;
12:53:10    44.1836;  -9.9328;  263.217;
12:53:13    44.181;  -9.94697;  263.203;
12:53:17    44.1819;  -9.94215;  263.208;
12:53:20    44.1812;  -9.94584;  263.204;
12:53:23    44.1811;  -9.94641;  263.204;
12:53:27    44.1827;  -9.93772;  263.212;
12:53:30    44.1836;  -9.93281;  263.217;
12:53:34    44.1808;  -9.9481;  263.202;
12:53:37    44.1822;  -9.94046;  263.21;
12:53:41    44.1829;  -9.93688;  263.213;
12:53:44    44.1823;  -9.9402;  263.21;
12:53:47    44.1817;  -9.94359;  263.206;
12:53:51    44.1802;  -9.95155;  263.198;
12:53:54    44.1819;  -9.94209;  263.208;
12:53:58    44.1817;  -9.94351;  263.206;
12:54:01    44.1822;  -9.94069;  263.209;
12:54:04    44.1811;  -9.94655;  263.203;
12:54:08    44.1824;  -9.93974;  263.21;
12:54:11    44.1822;  -9.94076;  263.209;
12:54:15    44.1814;  -9.94515;  263.205;
12:54:18    44.1801;  -9.95212;  263.198;
12:54:22    44.1815;  -9.94426;  263.206;
12:54:25    44.1807;  -9.94888;  263.201;
12:54:28    44.1809;  -9.94794;  263.202;
12:54:32    44.1819;  -9.94207;  263.208;
12:54:35    44.1801;  -9.95194;  263.198;
12:54:39    44.1819;  -9.94229;  263.208;
12:54:42    44.1811;  -9.94645;  263.204;
12:54:45    44.1814;  -9.94516;  263.205;
12:54:49    44.1794;  -9.95564;  263.194;
12:54:52    44.1808;  -9.94838;  263.202;
12:54:56    44.1815;  -9.94446;  263.206;
12:54:59    44.1799;  -9.95292;  263.197;
12:55:03    44.1808;  -9.94848;  263.202;
12:55:06    44.1812;  -9.94626;  263.204;
12:55:09    44.1814;  -9.94479;  263.205;
12:55:13    44.1827;  -9.93772;  263.212;
12:55:16    44.1813;  -9.94533;  263.205;
12:55:20    44.1806;  -9.94923;  263.201;
12:55:23    44.1827;  -9.93776;  263.212;
12:55:26    44.1817;  -9.94347;  263.207;
12:55:30    44.1799;  -9.95316;  263.197;
12:55:33    44.1816;  -9.944;  263.206;
12:55:37    44.1818;  -9.94299;  263.207;
12:55:40    44.181;  -9.94723;  263.203;
12:55:43    44.1798;  -9.95357;  263.196;
