time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:23:33    44.1834;  -9.93431;  263.216;
12:23:36    44.181;  -9.94744;  263.203;
12:23:40    44.1839;  -9.93153;  263.218;
12:23:43    44.1823;  -9.9401;  263.21;
12:23:47    44.1831;  -9.93561;  263.214;
12:23:50    44.1814;  -9.94484;  263.205;
12:23:54    44.1825;  -9.93916;  263.211;
12:23:57    44.182;  -9.94163;  263.208;
12:24:00    44.1813;  -9.94578;  263.204;
12:24:04    44.1808;  -9.94849;  263.202;
12:24:07    44.1808;  -9.948;  263.202;
12:24:11    44.1817;  -9.94337;  263.207;
12:24:14    44.181;  -9.94712;  263.203;
12:24:17    44.182;  -9.94191;  263.208;
12:24:21    44.1824;  -9.93955;  263.21;
12:24:24    44.1804;  -9.95072;  263.199;
12:24:28    44.1825;  -9.93872;  263.211;
12:24:31    44.1805;  -9.94973;  263.2;
12:24:35    44.1825;  -9.93915;  263.211;
12:24:38    44.1805;  -9.95012;  263.2;
12:24:41    44.1823;  -9.94012;  263.21;
12:24:45    44.181;  -9.94743;  263.203;
12:24:48    44.1809;  -9.94758;  263.202;
12:24:52    44.1822;  -9.94049;  263.21;
12:24:55    44.1815;  -9.94424;  263.206;
12:24:59    44.1805;  -9.94995;  263.2;
12:25:02    44.1836;  -9.93283;  263.217;
12:25:05    44.1826;  -9.93848;  263.212;
12:25:09    44.1806;  -9.94921;  263.201;
12:25:12    44.182;  -9.94194;  263.208;
12:25:16    44.1804;  -9.95062;  263.199;
12:25:19    44.1822;  -9.94063;  263.209;
12:25:23    44.1813;  -9.94532;  263.205;
12:25:26    44.1807;  -9.94867;  263.201;
12:25:29    44.1806;  -9.94917;  263.201;
12:25:33    44.1815;  -9.94418;  263.206;
12:25:36    44.1807;  -9.94858;  263.201;
12:25:40    44.1817;  -9.9435;  263.206;
12:25:43    44.182;  -9.94166;  263.208;
12:25:46    44.1803;  -9.95123;  263.199;
12:25:50    44.1802;  -9.9517;  263.198;
12:25:53    44.1814;  -9.94524;  263.205;
12:25:57    44.1804;  -9.95051;  263.199;
12:26:00    44.1826;  -9.93847;  263.212;
12:26:04    44.1798;  -9.95386;  263.196;
12:26:07    44.1789;  -9.95878;  263.191;
12:26:10    44.1824;  -9.93944;  263.211;
