time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:15:39    44.1738;  -9.9866;  263.163;
14:15:42    44.1746;  -9.9823;  263.168;
14:15:46    44.1737;  -9.98704;  263.163;
14:15:49    44.1748;  -9.98126;  263.169;
14:15:53    44.1723;  -9.99453;  263.155;
14:15:56    44.1745;  -9.98268;  263.167;
14:15:59    44.1753;  -9.97843;  263.172;
14:16:03    44.1753;  -9.97803;  263.172;
14:16:06    44.1722;  -9.9954;  263.155;
14:16:10    44.1755;  -9.97696;  263.173;
14:16:13    44.1722;  -9.995;  263.155;
14:16:17    44.1771;  -9.96871;  263.181;
14:16:20    44.1719;  -9.99709;  263.153;
14:16:23    44.1729;  -9.99145;  263.159;
14:16:27    44.1744;  -9.98329;  263.167;
14:16:30    44.1735;  -9.98795;  263.162;
14:16:34    44.1725;  -9.99334;  263.157;
14:16:37    44.1734;  -9.9888;  263.161;
14:16:41    44.1734;  -9.98893;  263.161;
14:16:44    44.1741;  -9.98499;  263.165;
14:16:47    44.1719;  -9.9971;  263.153;
14:16:51    44.1737;  -9.98717;  263.163;
14:16:54    44.1721;  -9.99591;  263.154;
14:16:58    44.171;  -10.0017;  263.148;
14:17:01    44.173;  -9.99063;  263.159;
14:17:05    44.1748;  -9.98084;  263.169;
14:17:08    44.1722;  -9.9955;  263.155;
14:17:11    44.1711;  -10.0014;  263.149;
14:17:15    44.1741;  -9.9851;  263.165;
14:17:18    44.1732;  -9.98984;  263.16;
14:17:22    44.173;  -9.99068;  263.159;
14:17:25    44.1721;  -9.99585;  263.154;
14:17:28    44.1716;  -9.99866;  263.151;
14:17:32    44.1726;  -9.99319;  263.157;
14:17:35    44.1723;  -9.99467;  263.155;
14:17:39    44.1718;  -9.99726;  263.153;
14:17:42    44.1723;  -9.99496;  263.155;
14:17:46    44.1718;  -9.99736;  263.153;
14:17:49    44.1741;  -9.98512;  263.165;
14:17:52    44.1721;  -9.99568;  263.154;
14:17:56    44.1698;  -10.0085;  263.142;
14:17:59    44.1719;  -9.99707;  263.153;
14:18:03    44.1706;  -10.0038;  263.146;
14:18:06    44.1713;  -10.0001;  263.15;
14:18:09    44.1729;  -9.9913;  263.159;
14:18:13    44.1724;  -9.99415;  263.156;
14:18:16    44.1733;  -9.98903;  263.161;
14:18:20    44.1719;  -9.99704;  263.153;
14:18:23    44.171;  -10.0016;  263.148;
