time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:51:41    47.8259;  10.0157;  283.166;
13:51:44    47.8273;  10.0231;  283.173;
13:51:48    47.8279;  10.0265;  283.176;
13:51:51    47.8274;  10.0236;  283.174;
13:51:55    47.8253;  10.0121;  283.162;
13:51:58    47.8269;  10.021;  283.171;
13:52:01    47.826;  10.0161;  283.166;
13:52:05    47.8271;  10.0225;  283.172;
13:52:08    47.8267;  10.0201;  283.17;
13:52:12    47.8268;  10.0207;  283.171;
13:52:15    47.8247;  10.0089;  283.159;
13:52:19    47.8248;  10.0094;  283.159;
13:52:22    47.8245;  10.008;  283.158;
13:52:25    47.8251;  10.0111;  283.161;
13:52:29    47.8257;  10.0146;  283.165;
13:52:32    47.8261;  10.0169;  283.167;
13:52:36    47.8253;  10.0123;  283.162;
13:52:39    47.8259;  10.0158;  283.166;
13:52:43    47.8265;  10.0191;  283.169;
13:52:46    47.825;  10.0107;  283.161;
13:52:49    47.827;  10.0219;  283.172;
13:52:53    47.8238;  10.0038;  283.154;
13:52:56    47.8258;  10.0151;  283.165;
13:53:00    47.8266;  10.0194;  283.169;
13:53:03    47.8256;  10.0139;  283.164;
13:53:07    47.825;  10.0105;  283.161;
13:53:10    47.8255;  10.0136;  283.164;
13:53:13    47.8253;  10.0125;  283.162;
13:53:17    47.8256;  10.0142;  283.164;
13:53:20    47.8264;  10.0181;  283.168;
13:53:24    47.8262;  10.017;  283.167;
13:53:27    47.8266;  10.0196;  283.17;
13:53:30    47.8256;  10.0139;  283.164;
13:53:34    47.8264;  10.0183;  283.168;
13:53:37    47.826;  10.0161;  283.166;
13:53:41    47.825;  10.0108;  283.161;
13:53:44    47.828;  10.0273;  283.177;
13:53:47    47.8271;  10.0222;  283.172;
13:53:51    47.8242;  10.0063;  283.156;
13:53:54    47.8259;  10.0156;  283.166;
13:53:58    47.8264;  10.0185;  283.169;
13:54:01    47.8276;  10.0248;  283.175;
13:54:05    47.8261;  10.0167;  283.167;
13:54:08    47.8252;  10.0116;  283.162;
13:54:11    47.8253;  10.0124;  283.162;
