time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:31:50    44.1909;  -9.89296;  263.257;
12:31:53    44.1912;  -9.89149;  263.259;
12:31:56    44.1911;  -9.89207;  263.258;
12:32:00    44.1928;  -9.88277;  263.267;
12:32:03    44.1916;  -9.88924;  263.261;
12:32:07    44.1921;  -9.88629;  263.264;
12:32:10    44.1914;  -9.89063;  263.259;
12:32:14    44.1916;  -9.88931;  263.261;
12:32:17    44.192;  -9.88705;  263.263;
12:32:20    44.1918;  -9.88844;  263.262;
12:32:24    44.192;  -9.887;  263.263;
12:32:27    44.1905;  -9.89546;  263.255;
12:32:31    44.192;  -9.88686;  263.263;
12:32:34    44.1913;  -9.89114;  263.259;
12:32:38    44.1914;  -9.89017;  263.26;
12:32:41    44.1906;  -9.89464;  263.255;
12:32:44    44.1918;  -9.888;  263.262;
12:32:48    44.1908;  -9.89344;  263.257;
12:32:51    44.1893;  -9.90177;  263.248;
12:32:55    44.1919;  -9.88764;  263.262;
12:32:58    44.1912;  -9.89134;  263.259;
12:33:01    44.1925;  -9.88442;  263.266;
12:33:05    44.1916;  -9.8891;  263.261;
12:33:08    44.1909;  -9.89306;  263.257;
12:33:12    44.1922;  -9.88624;  263.264;
12:33:15    44.1901;  -9.89736;  263.253;
12:33:19    44.1918;  -9.88842;  263.262;
12:33:22    44.1932;  -9.88082;  263.269;
12:33:25    44.1911;  -9.89191;  263.258;
12:33:29    44.1912;  -9.89151;  263.258;
12:33:32    44.1916;  -9.88935;  263.261;
12:33:36    44.1894;  -9.90122;  263.249;
12:33:39    44.1915;  -9.88984;  263.26;
12:33:42    44.1923;  -9.88572;  263.264;
12:33:46    44.1906;  -9.89451;  263.255;
12:33:49    44.1921;  -9.88643;  263.264;
12:33:53    44.1907;  -9.8944;  263.256;
12:33:56    44.1887;  -9.90512;  263.245;
12:34:00    44.1934;  -9.87948;  263.271;
12:34:03    44.1907;  -9.89431;  263.256;
12:34:06    44.1888;  -9.90439;  263.246;
12:34:10    44.1899;  -9.8986;  263.251;
12:34:13    44.1915;  -9.88958;  263.26;
12:34:17    44.1915;  -9.88982;  263.26;
12:34:20    44.1892;  -9.90235;  263.248;
12:34:24    44.1915;  -9.88999;  263.26;
12:34:27    44.1913;  -9.89119;  263.259;
12:34:30    44.1925;  -9.8844;  263.266;
12:34:34    44.1904;  -9.89574;  263.254;
12:34:37    44.1906;  -9.89455;  263.255;
12:34:41    44.1909;  -9.89292;  263.257;
12:34:44    44.1929;  -9.882;  263.268;
12:34:47    44.1896;  -9.90015;  263.25;
12:34:51    44.1903;  -9.8964;  263.254;
12:34:54    44.1923;  -9.88536;  263.265;
12:34:58    44.1894;  -9.90139;  263.249;
12:35:01    44.1892;  -9.90235;  263.248;
12:35:05    44.1918;  -9.8881;  263.262;
12:35:08    44.1925;  -9.88428;  263.266;
12:35:11    44.1926;  -9.88363;  263.266;
12:35:15    44.1895;  -9.9005;  263.25;
12:35:18    44.1915;  -9.88963;  263.26;
12:35:22    44.1907;  -9.89412;  263.256;
12:35:25    44.1896;  -9.90036;  263.25;
12:35:28    44.1896;  -9.90019;  263.25;
12:35:32    44.1908;  -9.89354;  263.256;
12:35:35    44.1924;  -9.88489;  263.265;
12:35:39    44.1919;  -9.88751;  263.262;
12:35:42    44.1913;  -9.89117;  263.259;
12:35:46    44.1905;  -9.89504;  263.255;
12:35:49    44.1913;  -9.89083;  263.259;
12:35:52    44.1916;  -9.8892;  263.261;
12:35:56    44.1905;  -9.89537;  263.255;
12:35:59    44.1915;  -9.88988;  263.26;
12:36:03    44.1909;  -9.89328;  263.257;
12:36:06    44.1919;  -9.88758;  263.262;
12:36:10    44.1927;  -9.88311;  263.267;
