time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:14:34    47.8181;  9.9726;  283.123;
15:14:37    47.818;  9.97198;  283.122;
15:14:41    47.8174;  9.96913;  283.119;
15:14:44    47.8169;  9.96611;  283.116;
15:14:48    47.8174;  9.9689;  283.119;
15:14:51    47.818;  9.97222;  283.122;
15:14:55    47.8163;  9.96309;  283.113;
15:14:58    47.8184;  9.97462;  283.125;
15:15:01    47.8185;  9.97476;  283.125;
15:15:05    47.8169;  9.96604;  283.116;
15:15:08    47.82;  9.98342;  283.133;
15:15:12    47.8157;  9.95949;  283.109;
15:15:15    47.8182;  9.97308;  283.123;
15:15:18    47.8175;  9.9695;  283.119;
15:15:22    47.8189;  9.9773;  283.127;
15:15:25    47.8173;  9.96844;  283.118;
15:15:29    47.818;  9.97243;  283.122;
15:15:32    47.818;  9.97214;  283.122;
15:15:35    47.8161;  9.96159;  283.112;
15:15:39    47.817;  9.96655;  283.117;
15:15:42    47.8179;  9.97191;  283.122;
15:15:46    47.8181;  9.97268;  283.123;
15:15:49    47.8164;  9.9632;  283.113;
15:15:52    47.8187;  9.97582;  283.126;
15:15:56    47.8164;  9.96334;  283.113;
15:15:59    47.8198;  9.98189;  283.132;
15:16:03    47.8188;  9.97674;  283.127;
15:16:06    47.8176;  9.97025;  283.12;
15:16:09    47.8168;  9.96581;  283.116;
15:16:13    47.8166;  9.96475;  283.115;
15:16:16    47.8196;  9.98128;  283.131;
15:16:20    47.8179;  9.97192;  283.122;
15:16:23    47.8168;  9.96564;  283.116;
15:16:27    47.8189;  9.97705;  283.127;
15:16:30    47.8191;  9.9784;  283.128;
15:16:33    47.8162;  9.9624;  283.112;
15:16:37    47.8175;  9.96931;  283.119;
15:16:40    47.8172;  9.96783;  283.118;
15:16:44    47.8185;  9.97476;  283.125;
15:16:47    47.8191;  9.97852;  283.129;
15:16:51    47.8156;  9.95894;  283.109;
15:16:54    47.8191;  9.97831;  283.128;
15:16:57    47.818;  9.97238;  283.122;
15:17:01    47.8167;  9.96507;  283.115;
15:17:04    47.8186;  9.9756;  283.126;
15:17:08    47.8186;  9.97576;  283.126;
15:17:11    47.818;  9.97233;  283.122;
