time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:20:03    47.8189;  9.97731;  283.127;
15:20:06    47.8196;  9.9813;  283.131;
15:20:09    47.8201;  9.98356;  283.134;
15:20:13    47.8187;  9.976;  283.126;
15:20:16    47.8189;  9.97743;  283.127;
15:20:20    47.8183;  9.97369;  283.124;
15:20:23    47.8207;  9.98711;  283.137;
15:20:26    47.8185;  9.97515;  283.125;
15:20:30    47.8166;  9.96457;  283.115;
15:20:33    47.8184;  9.97435;  283.124;
15:20:37    47.8172;  9.96798;  283.118;
15:20:40    47.817;  9.96661;  283.117;
15:20:44    47.8218;  9.99307;  283.143;
15:20:47    47.818;  9.97232;  283.122;
15:20:50    47.8184;  9.97463;  283.125;
15:20:54    47.82;  9.98298;  283.133;
15:20:57    47.8178;  9.97098;  283.121;
15:21:01    47.8206;  9.98654;  283.137;
15:21:04    47.8187;  9.97594;  283.126;
15:21:07    47.8194;  9.97982;  283.13;
15:21:11    47.818;  9.97251;  283.123;
15:21:14    47.8187;  9.97626;  283.126;
15:21:18    47.8179;  9.97182;  283.122;
15:21:21    47.819;  9.97779;  283.128;
15:21:24    47.8187;  9.97585;  283.126;
15:21:28    47.8189;  9.97698;  283.127;
15:21:31    47.8179;  9.97169;  283.122;
15:21:35    47.8193;  9.97957;  283.13;
15:21:38    47.8164;  9.96342;  283.113;
15:21:42    47.8172;  9.96796;  283.118;
15:21:45    47.8183;  9.97392;  283.124;
15:21:48    47.819;  9.97784;  283.128;
15:21:52    47.8188;  9.97657;  283.127;
15:21:55    47.8188;  9.97661;  283.127;
15:21:59    47.8191;  9.97819;  283.128;
15:22:02    47.8192;  9.97869;  283.129;
15:22:06    47.8198;  9.98232;  283.132;
15:22:09    47.8181;  9.97268;  283.123;
15:22:13    47.8186;  9.9754;  283.125;
15:22:16    47.8192;  9.97893;  283.129;
15:22:19    47.8178;  9.97107;  283.121;
15:22:23    47.8193;  9.9796;  283.13;
15:22:26    47.8159;  9.96055;  283.111;
15:22:30    47.8203;  9.98469;  283.135;
15:22:33    47.8168;  9.96578;  283.116;
15:22:36    47.8187;  9.97626;  283.126;
15:22:40    47.8195;  9.98052;  283.131;
15:22:43    47.818;  9.97206;  283.122;
15:22:47    47.8172;  9.96766;  283.118;
15:22:50    47.8191;  9.97815;  283.128;
15:22:54    47.8193;  9.97961;  283.13;
15:22:57    47.8169;  9.96613;  283.116;
15:23:01    47.8185;  9.97507;  283.125;
15:23:04    47.8179;  9.97171;  283.122;
15:23:07    47.8184;  9.97447;  283.124;
