time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:01:12    51.5026;  30.2741;  303.424;
15:01:15    51.5018;  30.2694;  303.419;
15:01:19    51.5021;  30.2713;  303.421;
15:01:22    51.5015;  30.2679;  303.418;
15:01:26    51.5005;  30.262;  303.412;
15:01:29    51.5016;  30.2684;  303.418;
15:01:33    51.5006;  30.263;  303.413;
15:01:36    51.4997;  30.258;  303.408;
15:01:40    51.5018;  30.2696;  303.42;
15:01:43    51.5015;  30.268;  303.418;
15:01:46    51.5018;  30.2697;  303.42;
15:01:50    51.5012;  30.2663;  303.416;
15:01:53    51.5007;  30.2635;  303.414;
15:01:57    51.5011;  30.2659;  303.416;
15:02:00    51.5004;  30.2617;  303.412;
15:02:03    51.5016;  30.2684;  303.418;
15:02:07    51.5003;  30.2613;  303.411;
15:02:10    51.5004;  30.2618;  303.412;
15:02:14    51.5014;  30.2674;  303.417;
15:02:17    51.5012;  30.266;  303.416;
15:02:21    51.502;  30.2704;  303.42;
15:02:24    51.4974;  30.2454;  303.395;
15:02:27    51.5011;  30.2658;  303.416;
15:02:31    51.5002;  30.2607;  303.411;
15:02:34    51.5015;  30.268;  303.418;
15:02:38    51.5008;  30.264;  303.414;
15:02:41    51.5007;  30.2635;  303.413;
15:02:45    51.5;  30.2595;  303.409;
15:02:48    51.5007;  30.2634;  303.413;
15:02:52    51.5019;  30.2699;  303.42;
15:02:55    51.5014;  30.2672;  303.417;
15:02:58    51.5002;  30.2605;  303.41;
15:03:02    51.5005;  30.2625;  303.413;
15:03:05    51.4998;  30.2581;  303.408;
15:03:09    51.5021;  30.2709;  303.421;
15:03:12    51.4997;  30.2579;  303.408;
15:03:15    51.4997;  30.2579;  303.408;
15:03:19    51.502;  30.2704;  303.42;
15:03:22    51.5012;  30.2664;  303.416;
15:03:26    51.5021;  30.2712;  303.421;
15:03:29    51.4997;  30.2577;  303.408;
15:03:32    51.5;  30.2593;  303.409;
15:03:36    51.501;  30.2649;  303.415;
15:03:39    51.501;  30.265;  303.415;
15:03:43    51.4984;  30.2506;  303.401;
15:03:46    51.5027;  30.2745;  303.425;
15:03:49    51.4992;  30.2551;  303.405;
15:03:53    51.4998;  30.2586;  303.409;
15:03:56    51.502;  30.2707;  303.421;
15:04:00    51.5;  30.2597;  303.41;
15:04:03    51.4995;  30.2569;  303.407;
15:04:07    51.5021;  30.2713;  303.421;
15:04:10    51.5018;  30.2693;  303.419;
