time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:24:04    51.509;  30.309;  303.459;
12:24:07    51.5086;  30.307;  303.457;
12:24:11    51.5103;  30.3167;  303.467;
12:24:14    51.5093;  30.3108;  303.461;
12:24:18    51.5101;  30.3155;  303.466;
12:24:21    51.5107;  30.3184;  303.468;
12:24:24    51.5094;  30.3113;  303.461;
12:24:28    51.5109;  30.3196;  303.47;
12:24:31    51.5093;  30.3109;  303.461;
12:24:35    51.509;  30.3092;  303.459;
12:24:38    51.5096;  30.3127;  303.463;
12:24:41    51.5087;  30.3074;  303.457;
12:24:45    51.5094;  30.3117;  303.462;
12:24:48    51.5112;  30.3215;  303.472;
12:24:52    51.5103;  30.3163;  303.466;
12:24:55    51.5084;  30.306;  303.456;
12:24:59    51.5084;  30.306;  303.456;
12:25:02    51.5079;  30.3032;  303.453;
12:25:05    51.5083;  30.3056;  303.456;
12:25:09    51.5083;  30.3055;  303.455;
12:25:12    51.5089;  30.3089;  303.459;
12:25:16    51.5084;  30.306;  303.456;
12:25:19    51.5094;  30.3113;  303.461;
12:25:22    51.5077;  30.3021;  303.452;
12:25:26    51.5097;  30.313;  303.463;
12:25:29    51.5097;  30.3134;  303.463;
12:25:33    51.511;  30.3206;  303.471;
12:25:36    51.5117;  30.3245;  303.474;
12:25:39    51.5067;  30.2965;  303.446;
12:25:43    51.5059;  30.292;  303.442;
12:25:46    51.5096;  30.3127;  303.463;
12:25:50    51.5081;  30.3044;  303.454;
12:25:53    51.51;  30.3149;  303.465;
12:25:57    51.5099;  30.314;  303.464;
12:26:00    51.51;  30.3147;  303.465;
12:26:04    51.5075;  30.3007;  303.451;
12:26:07    51.5094;  30.3113;  303.461;
12:26:10    51.5092;  30.3104;  303.46;
12:26:14    51.5094;  30.3117;  303.462;
12:26:17    51.508;  30.3038;  303.454;
12:26:21    51.5105;  30.3174;  303.467;
12:26:24    51.5089;  30.3089;  303.459;
12:26:27    51.508;  30.3036;  303.454;
12:26:31    51.5102;  30.3157;  303.466;
12:26:34    51.5098;  30.3137;  303.464;
12:26:38    51.5098;  30.3137;  303.464;
12:26:41    51.5084;  30.3061;  303.456;
12:26:45    51.5099;  30.3144;  303.464;
