time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:07:40    51.5109;  30.3195;  303.47;
13:07:44    51.513;  30.3312;  303.481;
13:07:47    51.5119;  30.3251;  303.475;
13:07:50    51.5125;  30.3285;  303.478;
13:07:54    51.5125;  30.3285;  303.479;
13:07:57    51.511;  30.3202;  303.47;
13:08:01    51.511;  30.3201;  303.47;
13:08:04    51.5113;  30.3219;  303.472;
13:08:08    51.512;  30.3258;  303.476;
13:08:11    51.5109;  30.3199;  303.47;
13:08:15    51.5109;  30.3198;  303.47;
13:08:18    51.5114;  30.3225;  303.472;
13:08:21    51.5127;  30.3296;  303.48;
13:08:25    51.51;  30.3146;  303.465;
13:08:28    51.5112;  30.3214;  303.471;
13:08:32    51.5109;  30.3199;  303.47;
13:08:35    51.5104;  30.3168;  303.467;
13:08:38    51.5116;  30.3236;  303.474;
13:08:42    51.5098;  30.3139;  303.464;
13:08:45    51.5098;  30.3139;  303.464;
13:08:49    51.5107;  30.3184;  303.468;
13:08:52    51.5123;  30.3273;  303.477;
13:08:56    51.5122;  30.3268;  303.477;
13:08:59    51.511;  30.3205;  303.471;
13:09:02    51.5098;  30.3135;  303.464;
13:09:06    51.5105;  30.3177;  303.468;
13:09:09    51.5125;  30.3289;  303.479;
13:09:13    51.5103;  30.3162;  303.466;
13:09:16    51.5101;  30.3155;  303.466;
13:09:20    51.5121;  30.3266;  303.477;
13:09:23    51.5134;  30.3335;  303.484;
13:09:26    51.5095;  30.312;  303.462;
13:09:30    51.5129;  30.331;  303.481;
13:09:33    51.5101;  30.3155;  303.465;
13:09:37    51.5112;  30.3213;  303.471;
13:09:40    51.512;  30.3257;  303.476;
13:09:43    51.5121;  30.3266;  303.477;
13:09:47    51.5114;  30.3224;  303.472;
13:09:50    51.5104;  30.3171;  303.467;
13:09:54    51.5125;  30.3288;  303.479;
13:09:57    51.5115;  30.3231;  303.473;
13:10:01    51.5115;  30.3232;  303.473;
13:10:04    51.5129;  30.3306;  303.481;
13:10:07    51.5099;  30.3141;  303.464;
13:10:11    51.5121;  30.3265;  303.476;
