time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:09:01    44.1929;  -9.88236;  263.268;
12:09:05    44.1944;  -9.87388;  263.276;
12:09:08    44.1928;  -9.88271;  263.267;
12:09:11    44.1925;  -9.88432;  263.266;
12:09:15    44.1928;  -9.88267;  263.267;
12:09:18    44.1925;  -9.88439;  263.266;
12:09:22    44.1934;  -9.87947;  263.271;
12:09:25    44.191;  -9.89275;  263.257;
12:09:28    44.1929;  -9.88223;  263.268;
12:09:32    44.1934;  -9.87935;  263.271;
12:09:35    44.1941;  -9.87572;  263.274;
12:09:39    44.1948;  -9.87169;  263.278;
12:09:42    44.1921;  -9.88666;  263.263;
12:09:46    44.1933;  -9.87977;  263.27;
12:09:49    44.1913;  -9.89109;  263.259;
12:09:53    44.1944;  -9.87402;  263.276;
12:09:56    44.1941;  -9.87591;  263.274;
12:09:59    44.1921;  -9.88665;  263.263;
12:10:03    44.1924;  -9.88475;  263.265;
12:10:06    44.1932;  -9.88082;  263.269;
12:10:10    44.1916;  -9.88917;  263.261;
12:10:13    44.1913;  -9.89111;  263.259;
12:10:16    44.1907;  -9.89403;  263.256;
12:10:20    44.1942;  -9.87508;  263.275;
12:10:23    44.1934;  -9.87952;  263.27;
12:10:27    44.1926;  -9.88373;  263.266;
12:10:30    44.192;  -9.88721;  263.263;
12:10:34    44.1925;  -9.88434;  263.266;
12:10:37    44.1937;  -9.87758;  263.272;
12:10:40    44.1924;  -9.88476;  263.265;
12:10:44    44.1934;  -9.87931;  263.271;
12:10:47    44.1931;  -9.8811;  263.269;
12:10:51    44.1928;  -9.88271;  263.267;
12:10:54    44.1926;  -9.88388;  263.266;
12:10:58    44.1913;  -9.89101;  263.259;
12:11:01    44.1931;  -9.88101;  263.269;
12:11:04    44.1927;  -9.88329;  263.267;
12:11:08    44.193;  -9.88162;  263.268;
12:11:11    44.1929;  -9.88196;  263.268;
12:11:15    44.1917;  -9.88874;  263.261;
12:11:18    44.1909;  -9.89286;  263.257;
12:11:21    44.1921;  -9.88649;  263.264;
12:11:25    44.1917;  -9.88858;  263.261;
12:11:28    44.1939;  -9.87697;  263.273;
12:11:32    44.1927;  -9.8832;  263.267;
12:11:35    44.1915;  -9.88981;  263.26;
12:11:39    44.1929;  -9.88208;  263.268;
12:11:42    44.1918;  -9.88793;  263.262;
12:11:45    44.1917;  -9.88869;  263.261;
12:11:49    44.1913;  -9.891;  263.259;
