time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:42:41    51.5115;  30.3232;  303.473;
13:42:44    51.5114;  30.3227;  303.473;
13:42:48    51.5111;  30.3208;  303.471;
13:42:51    51.5106;  30.318;  303.468;
13:42:55    51.5109;  30.3196;  303.47;
13:42:58    51.5104;  30.3168;  303.467;
13:43:01    51.5103;  30.3163;  303.466;
13:43:05    51.5087;  30.3077;  303.458;
13:43:08    51.511;  30.3201;  303.47;
13:43:12    51.509;  30.3094;  303.459;
13:43:15    51.5109;  30.32;  303.47;
13:43:19    51.5117;  30.3243;  303.474;
13:43:22    51.512;  30.3258;  303.476;
13:43:26    51.5095;  30.3122;  303.462;
13:43:29    51.5109;  30.32;  303.47;
13:43:32    51.5118;  30.3249;  303.475;
13:43:36    51.5104;  30.3171;  303.467;
13:43:39    51.5104;  30.3171;  303.467;
13:43:43    51.5133;  30.3328;  303.483;
13:43:46    51.5113;  30.3219;  303.472;
13:43:50    51.512;  30.326;  303.476;
13:43:53    51.51;  30.3147;  303.465;
13:43:56    51.5126;  30.329;  303.479;
13:44:00    51.5101;  30.3153;  303.465;
13:44:03    51.5106;  30.3181;  303.468;
13:44:07    51.5105;  30.3178;  303.468;
13:44:10    51.5099;  30.314;  303.464;
13:44:13    51.5099;  30.314;  303.464;
13:44:17    51.5097;  30.3131;  303.463;
13:44:20    51.5113;  30.3221;  303.472;
13:44:24    51.5106;  30.3181;  303.468;
13:44:27    51.5101;  30.3151;  303.465;
13:44:31    51.5104;  30.3167;  303.467;
13:44:34    51.5097;  30.3132;  303.463;
13:44:37    51.5103;  30.3164;  303.466;
13:44:41    51.5109;  30.3199;  303.47;
13:44:44    51.5089;  30.3086;  303.459;
13:44:48    51.5091;  30.3099;  303.46;
13:44:51    51.5097;  30.3131;  303.463;
13:44:54    51.5098;  30.3136;  303.464;
13:44:58    51.5107;  30.3188;  303.469;
13:45:01    51.5102;  30.3161;  303.466;
13:45:05    51.5114;  30.3224;  303.472;
13:45:08    51.5102;  30.316;  303.466;
13:45:12    51.5102;  30.3158;  303.466;
13:45:15    51.5115;  30.3231;  303.473;
13:45:18    51.5094;  30.3112;  303.461;
13:45:22    51.5112;  30.3215;  303.472;
13:45:25    51.5109;  30.3199;  303.47;
13:45:29    51.5117;  30.3241;  303.474;
13:45:32    51.5106;  30.3182;  303.468;
13:45:36    51.5104;  30.3172;  303.467;
13:45:39    51.5075;  30.301;  303.451;
13:45:42    51.5095;  30.3119;  303.462;
13:45:46    51.5113;  30.3221;  303.472;
