time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:53:54    47.8153;  9.9575;  283.107;
15:53:57    47.8154;  9.9581;  283.108;
15:54:01    47.8166;  9.96481;  283.115;
15:54:04    47.8161;  9.96158;  283.112;
15:54:08    47.8157;  9.95953;  283.11;
15:54:11    47.8164;  9.96342;  283.113;
15:54:14    47.8168;  9.96574;  283.116;
15:54:18    47.8157;  9.95951;  283.11;
15:54:21    47.8154;  9.95772;  283.108;
15:54:25    47.8148;  9.95477;  283.105;
15:54:28    47.8156;  9.95896;  283.109;
15:54:31    47.8165;  9.96401;  283.114;
15:54:35    47.8162;  9.96261;  283.113;
15:54:38    47.8179;  9.97153;  283.122;
15:54:42    47.8154;  9.95805;  283.108;
15:54:45    47.816;  9.96141;  283.111;
15:54:49    47.8171;  9.96741;  283.117;
15:54:52    47.8157;  9.95987;  283.11;
15:54:55    47.8144;  9.95241;  283.102;
15:54:59    47.8154;  9.95782;  283.108;
15:55:02    47.8157;  9.9596;  283.11;
15:55:06    47.8154;  9.9579;  283.108;
15:55:09    47.8177;  9.97054;  283.121;
15:55:12    47.8161;  9.96155;  283.112;
15:55:16    47.8142;  9.95161;  283.102;
15:55:19    47.815;  9.95587;  283.106;
15:55:23    47.8163;  9.96263;  283.113;
15:55:26    47.8156;  9.95923;  283.109;
15:55:29    47.8164;  9.96356;  283.114;
15:55:33    47.8165;  9.96425;  283.114;
15:55:36    47.8146;  9.95364;  283.104;
15:55:40    47.8151;  9.9561;  283.106;
15:55:43    47.816;  9.96144;  283.111;
15:55:47    47.8154;  9.95804;  283.108;
15:55:50    47.8161;  9.96202;  283.112;
15:55:53    47.8174;  9.96914;  283.119;
15:55:57    47.816;  9.96146;  283.111;
15:56:00    47.8186;  9.97527;  283.125;
15:56:04    47.8155;  9.95873;  283.109;
15:56:07    47.8154;  9.95804;  283.108;
15:56:11    47.8149;  9.95502;  283.105;
15:56:14    47.8158;  9.96026;  283.11;
15:56:17    47.8169;  9.96596;  283.116;
15:56:21    47.8161;  9.96176;  283.112;
15:56:24    47.8158;  9.96039;  283.11;
15:56:28    47.8164;  9.9632;  283.113;
15:56:31    47.816;  9.96147;  283.111;
15:56:35    47.8169;  9.96633;  283.116;
15:56:38    47.8146;  9.95375;  283.104;
15:56:41    47.8164;  9.96348;  283.113;
15:56:45    47.8182;  9.9733;  283.123;
