time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:21:07    44.1968;  -9.86092;  263.289;
14:21:10    44.1937;  -9.87807;  263.272;
14:21:13    44.1944;  -9.8742;  263.276;
14:21:17    44.1945;  -9.87336;  263.277;
14:21:20    44.1956;  -9.86724;  263.283;
14:21:24    44.1956;  -9.86759;  263.282;
14:21:27    44.1948;  -9.87208;  263.278;
14:21:31    44.1935;  -9.87892;  263.271;
14:21:34    44.1933;  -9.88008;  263.27;
14:21:37    44.1946;  -9.87277;  263.277;
14:21:41    44.1956;  -9.86744;  263.283;
14:21:44    44.1941;  -9.87554;  263.274;
14:21:48    44.1935;  -9.87894;  263.271;
14:21:51    44.1956;  -9.86729;  263.283;
14:21:54    44.1962;  -9.86418;  263.286;
14:21:58    44.1927;  -9.88354;  263.266;
14:22:01    44.195;  -9.87053;  263.279;
14:22:05    44.1937;  -9.87762;  263.272;
14:22:08    44.1942;  -9.87503;  263.275;
14:22:11    44.1944;  -9.87402;  263.276;
14:22:15    44.1928;  -9.88283;  263.267;
14:22:18    44.194;  -9.87624;  263.274;
14:22:22    44.1943;  -9.87473;  263.275;
14:22:25    44.1942;  -9.8749;  263.275;
14:22:29    44.1935;  -9.87918;  263.271;
14:22:32    44.1938;  -9.87711;  263.273;
14:22:35    44.1935;  -9.87869;  263.271;
14:22:39    44.1917;  -9.88888;  263.261;
14:22:42    44.1919;  -9.88744;  263.263;
14:22:46    44.1929;  -9.8821;  263.268;
14:22:49    44.1921;  -9.88675;  263.263;
14:22:52    44.1923;  -9.88561;  263.264;
14:22:56    44.1951;  -9.87002;  263.28;
14:22:59    44.1932;  -9.88033;  263.27;
14:23:03    44.193;  -9.88147;  263.269;
14:23:06    44.1944;  -9.87419;  263.276;
14:23:10    44.1954;  -9.86879;  263.281;
14:23:13    44.1936;  -9.87836;  263.272;
14:23:16    44.1929;  -9.88204;  263.268;
14:23:20    44.1923;  -9.88535;  263.265;
14:23:23    44.1932;  -9.88077;  263.269;
14:23:27    44.1947;  -9.8723;  263.278;
14:23:30    44.1935;  -9.87865;  263.271;
14:23:34    44.1931;  -9.88087;  263.269;
14:23:37    44.1938;  -9.87727;  263.273;
14:23:40    44.1914;  -9.89028;  263.26;
14:23:44    44.1941;  -9.8755;  263.274;
