time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:27:35    47.8197;  9.98152;  283.132;
11:27:39    47.8203;  9.98462;  283.135;
11:27:42    47.8211;  9.9894;  283.139;
11:27:45    47.8221;  9.99461;  283.145;
11:27:49    47.8207;  9.98682;  283.137;
11:27:52    47.8202;  9.98438;  283.134;
11:27:56    47.8209;  9.98805;  283.138;
11:27:59    47.8214;  9.99092;  283.141;
11:28:02    47.8208;  9.98787;  283.138;
11:28:06    47.8216;  9.9918;  283.142;
11:28:09    47.8206;  9.98636;  283.136;
11:28:13    47.8197;  9.98175;  283.132;
11:28:16    47.8207;  9.98727;  283.137;
11:28:20    47.8207;  9.98732;  283.137;
11:28:23    47.8191;  9.97838;  283.128;
11:28:26    47.8212;  9.98967;  283.14;
11:28:30    47.8193;  9.97947;  283.129;
11:28:33    47.8223;  9.99574;  283.146;
11:28:37    47.8198;  9.98231;  283.132;
11:28:40    47.8175;  9.96954;  283.12;
11:28:43    47.8218;  9.99336;  283.143;
11:28:47    47.8225;  9.99712;  283.147;
11:28:50    47.8213;  9.99024;  283.14;
11:28:54    47.8211;  9.98931;  283.139;
11:28:57    47.8213;  9.99044;  283.14;
11:29:01    47.82;  9.98303;  283.133;
11:29:04    47.8206;  9.98634;  283.136;
11:29:07    47.8205;  9.98616;  283.136;
11:29:11    47.8216;  9.99226;  283.142;
11:29:14    47.8227;  9.99801;  283.148;
11:29:18    47.8218;  9.99326;  283.143;
11:29:21    47.8205;  9.98584;  283.136;
11:29:24    47.8211;  9.98918;  283.139;
11:29:28    47.8195;  9.9806;  283.131;
11:29:31    47.8208;  9.98754;  283.138;
11:29:35    47.8207;  9.9871;  283.137;
11:29:38    47.8201;  9.98357;  283.134;
11:29:42    47.8222;  9.99536;  283.145;
11:29:45    47.8201;  9.98355;  283.134;
11:29:48    47.8191;  9.97841;  283.128;
11:29:52    47.8212;  9.98956;  283.14;
11:29:55    47.8219;  9.99378;  283.144;
11:29:59    47.8207;  9.98694;  283.137;
11:30:02    47.821;  9.98856;  283.139;
11:30:05    47.821;  9.98847;  283.138;
11:30:09    47.8181;  9.9729;  283.123;
11:30:12    47.8193;  9.97929;  283.129;
11:30:16    47.8212;  9.98955;  283.14;
11:30:19    47.8194;  9.97985;  283.13;
11:30:23    47.8194;  9.97985;  283.13;
11:30:26    47.8209;  9.98822;  283.138;
11:30:29    47.8206;  9.98638;  283.136;
11:30:33    47.8186;  9.9758;  283.126;
11:30:36    47.8212;  9.98968;  283.14;
11:30:40    47.82;  9.98332;  283.133;
11:30:43    47.8198;  9.98195;  283.132;
11:30:46    47.8213;  9.99022;  283.14;
11:30:50    47.8219;  9.99385;  283.144;
11:30:53    47.8203;  9.98471;  283.135;
