time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:51:45    44.1836;  -9.93318;  263.217;
15:51:49    44.1829;  -9.93683;  263.213;
15:51:52    44.1824;  -9.93976;  263.21;
15:51:56    44.1833;  -9.93474;  263.215;
15:51:59    44.1832;  -9.93512;  263.215;
15:52:02    44.1829;  -9.93683;  263.213;
15:52:06    44.182;  -9.94186;  263.208;
15:52:09    44.1823;  -9.93982;  263.21;
15:52:13    44.1837;  -9.93217;  263.218;
15:52:16    44.1856;  -9.92216;  263.228;
15:52:19    44.1828;  -9.93745;  263.213;
15:52:23    44.1837;  -9.93266;  263.217;
15:52:26    44.183;  -9.93613;  263.214;
15:52:30    44.1816;  -9.94414;  263.206;
15:52:33    44.1819;  -9.94242;  263.208;
15:52:37    44.1815;  -9.94458;  263.205;
15:52:40    44.1825;  -9.93892;  263.211;
15:52:44    44.1838;  -9.93201;  263.218;
15:52:47    44.1809;  -9.94783;  263.202;
15:52:50    44.1817;  -9.94332;  263.207;
15:52:54    44.1837;  -9.93256;  263.217;
15:52:57    44.1823;  -9.93994;  263.21;
15:53:01    44.1839;  -9.93111;  263.219;
15:53:04    44.1817;  -9.94312;  263.207;
15:53:08    44.1834;  -9.93392;  263.216;
15:53:11    44.184;  -9.93105;  263.219;
15:53:15    44.1828;  -9.93745;  263.213;
15:53:18    44.1817;  -9.94319;  263.207;
15:53:21    44.1818;  -9.94254;  263.207;
15:53:25    44.1823;  -9.93997;  263.21;
15:53:28    44.1806;  -9.94916;  263.201;
15:53:32    44.1837;  -9.93224;  263.218;
15:53:35    44.1825;  -9.93913;  263.211;
15:53:38    44.1831;  -9.93551;  263.214;
15:53:42    44.1813;  -9.9453;  263.205;
15:53:45    44.1826;  -9.93848;  263.212;
15:53:49    44.184;  -9.93098;  263.219;
15:53:52    44.1827;  -9.93801;  263.212;
15:53:56    44.1821;  -9.94116;  263.209;
15:53:59    44.1804;  -9.95044;  263.2;
15:54:02    44.1834;  -9.93417;  263.216;
