time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:28:10    51.5115;  30.3231;  303.473;
12:28:13    51.5095;  30.3119;  303.462;
12:28:16    51.5115;  30.3231;  303.473;
12:28:20    51.5101;  30.3152;  303.465;
12:28:23    51.5099;  30.3141;  303.464;
12:28:27    51.5097;  30.3133;  303.463;
12:28:30    51.5083;  30.3056;  303.456;
12:28:34    51.5098;  30.3137;  303.464;
12:28:37    51.5094;  30.3116;  303.462;
12:28:41    51.5088;  30.308;  303.458;
12:28:44    51.5104;  30.3171;  303.467;
12:28:47    51.5097;  30.3132;  303.463;
12:28:51    51.5109;  30.3199;  303.47;
12:28:54    51.5109;  30.3197;  303.47;
12:28:58    51.5096;  30.3125;  303.463;
12:29:01    51.5082;  30.3047;  303.455;
12:29:05    51.5102;  30.3159;  303.466;
12:29:08    51.5119;  30.3251;  303.475;
12:29:11    51.5099;  30.3144;  303.464;
12:29:15    51.5085;  30.3064;  303.456;
12:29:18    51.51;  30.3148;  303.465;
12:29:22    51.5106;  30.3184;  303.468;
12:29:25    51.5098;  30.3138;  303.464;
12:29:29    51.5107;  30.3189;  303.469;
12:29:32    51.5101;  30.3153;  303.465;
12:29:35    51.51;  30.3145;  303.465;
12:29:39    51.5108;  30.319;  303.469;
12:29:42    51.5103;  30.3162;  303.466;
12:29:46    51.5099;  30.3144;  303.464;
12:29:49    51.51;  30.315;  303.465;
12:29:53    51.5093;  30.3107;  303.461;
12:29:56    51.5093;  30.3107;  303.461;
12:29:59    51.5084;  30.3059;  303.456;
12:30:03    51.5076;  30.3018;  303.452;
12:30:06    51.5101;  30.3154;  303.465;
12:30:10    51.5089;  30.3086;  303.459;
12:30:13    51.5074;  30.3005;  303.45;
12:30:17    51.5106;  30.3181;  303.468;
12:30:20    51.5101;  30.3154;  303.465;
12:30:23    51.5091;  30.3097;  303.46;
12:30:27    51.5093;  30.3111;  303.461;
12:30:30    51.5093;  30.3111;  303.461;
12:30:34    51.5071;  30.2987;  303.449;
12:30:37    51.5119;  30.3253;  303.475;
12:30:40    51.5092;  30.3103;  303.46;
