time   Resistance(Ohm);  Temperature('C);  Temperature(K);
13:00:51    44.1816;  -9.94404;  263.206;
13:00:55    44.1839;  -9.93117;  263.219;
13:00:58    44.1837;  -9.93253;  263.217;
13:01:02    44.1838;  -9.93176;  263.218;
13:01:05    44.1844;  -9.92867;  263.221;
13:01:08    44.1817;  -9.94351;  263.206;
13:01:12    44.1809;  -9.94778;  263.202;
13:01:15    44.1826;  -9.93834;  263.212;
13:01:19    44.1846;  -9.92758;  263.222;
13:01:22    44.1823;  -9.94018;  263.21;
13:01:25    44.182;  -9.94149;  263.209;
13:01:29    44.1809;  -9.94746;  263.203;
13:01:32    44.1836;  -9.9329;  263.217;
13:01:36    44.181;  -9.94712;  263.203;
13:01:39    44.1819;  -9.94217;  263.208;
13:01:42    44.1846;  -9.9277;  263.222;
13:01:46    44.1815;  -9.94468;  263.205;
13:01:49    44.1817;  -9.94332;  263.207;
13:01:53    44.1822;  -9.94073;  263.209;
13:01:56    44.1836;  -9.93279;  263.217;
13:02:00    44.1825;  -9.93913;  263.211;
13:02:03    44.1827;  -9.93775;  263.212;
13:02:07    44.1841;  -9.92999;  263.22;
13:02:10    44.1826;  -9.93831;  263.212;
13:02:13    44.1815;  -9.94422;  263.206;
13:02:17    44.1834;  -9.93386;  263.216;
13:02:20    44.1831;  -9.93546;  263.215;
13:02:24    44.1834;  -9.93429;  263.216;
13:02:27    44.1838;  -9.93199;  263.218;
13:02:30    44.1843;  -9.92909;  263.221;
13:02:34    44.1831;  -9.93566;  263.214;
13:02:37    44.1825;  -9.93878;  263.211;
13:02:41    44.1824;  -9.93942;  263.211;
13:02:44    44.1819;  -9.9424;  263.208;
13:02:47    44.1823;  -9.94022;  263.21;
13:02:51    44.1829;  -9.93686;  263.213;
13:02:54    44.1834;  -9.93385;  263.216;
13:02:58    44.1825;  -9.93915;  263.211;
13:03:01    44.183;  -9.93615;  263.214;
13:03:05    44.1844;  -9.92844;  263.222;
13:03:08    44.1838;  -9.932;  263.218;
13:03:11    44.1838;  -9.93197;  263.218;
13:03:15    44.183;  -9.93618;  263.214;
13:03:18    44.1808;  -9.94815;  263.202;
13:03:22    44.1802;  -9.9514;  263.199;
13:03:25    44.1848;  -9.92644;  263.224;
13:03:29    44.181;  -9.94702;  263.203;
13:03:32    44.1823;  -9.94033;  263.21;
13:03:35    44.1827;  -9.93813;  263.212;
13:03:39    44.1848;  -9.92669;  263.223;
13:03:42    44.1822;  -9.94058;  263.209;
13:03:46    44.1841;  -9.93031;  263.22;
13:03:49    44.1815;  -9.94437;  263.206;
13:03:53    44.1839;  -9.93109;  263.219;
13:03:56    44.18;  -9.95284;  263.197;
13:03:59    44.1809;  -9.94762;  263.202;
13:04:03    44.1831;  -9.93591;  263.214;
13:04:06    44.1832;  -9.93495;  263.215;
13:04:10    44.1828;  -9.93745;  263.213;
13:04:13    44.1826;  -9.93839;  263.212;
13:04:17    44.1828;  -9.93729;  263.213;
13:04:20    44.182;  -9.94157;  263.208;
13:04:23    44.1823;  -9.94008;  263.21;
13:04:27    44.183;  -9.93638;  263.214;
13:04:30    44.1827;  -9.93802;  263.212;
13:04:34    44.1819;  -9.94237;  263.208;
13:04:37    44.1826;  -9.93845;  263.212;
13:04:40    44.1839;  -9.93107;  263.219;
13:04:44    44.182;  -9.94163;  263.208;
13:04:47    44.1818;  -9.9426;  263.207;
13:04:51    44.1838;  -9.93201;  263.218;
