time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:27:26    47.8155;  9.95867;  283.109;
10:27:30    47.8131;  9.94535;  283.095;
10:27:33    47.8149;  9.95548;  283.105;
10:27:37    47.8139;  9.94954;  283.1;
10:27:40    47.8142;  9.95132;  283.101;
10:27:43    47.8144;  9.95252;  283.103;
10:27:47    47.8149;  9.95528;  283.105;
10:27:50    47.8109;  9.93326;  283.083;
10:27:54    47.8104;  9.93063;  283.081;
10:27:57    47.8106;  9.93168;  283.082;
10:28:01    47.8116;  9.93733;  283.087;
10:28:04    47.8103;  9.93021;  283.08;
10:28:07    47.8103;  9.92971;  283.08;
10:28:11    47.8112;  9.93461;  283.085;
10:28:14    47.8108;  9.9326;  283.083;
10:28:18    47.8108;  9.9327;  283.083;
10:28:21    47.8112;  9.93509;  283.085;
10:28:25    47.8092;  9.92378;  283.074;
10:28:28    47.8103;  9.93013;  283.08;
10:28:31    47.81;  9.92837;  283.078;
10:28:35    47.8122;  9.94031;  283.09;
10:28:38    47.8114;  9.93611;  283.086;
10:28:42    47.8121;  9.93996;  283.09;
10:28:45    47.813;  9.94465;  283.095;
10:28:48    47.8085;  9.92014;  283.07;
10:28:52    47.811;  9.93374;  283.084;
10:28:55    47.8103;  9.92998;  283.08;
10:28:59    47.8133;  9.94629;  283.096;
10:29:02    47.8116;  9.93711;  283.087;
10:29:06    47.8124;  9.94157;  283.092;
10:29:09    47.8097;  9.92651;  283.077;
10:29:12    47.8106;  9.9318;  283.082;
10:29:16    47.8112;  9.93469;  283.085;
10:29:19    47.8111;  9.93458;  283.085;
10:29:23    47.8109;  9.93304;  283.083;
10:29:26    47.8111;  9.93459;  283.085;
10:29:29    47.8116;  9.93685;  283.087;
10:29:33    47.811;  9.93374;  283.084;
10:29:36    47.8131;  9.94534;  283.095;
10:29:40    47.8105;  9.93086;  283.081;
10:29:43    47.8116;  9.93702;  283.087;
10:29:46    47.8105;  9.931;  283.081;
10:29:50    47.8121;  9.93978;  283.09;
10:29:53    47.8146;  9.95349;  283.103;
10:29:57    47.8149;  9.95532;  283.105;
10:30:00    47.815;  9.95553;  283.106;
10:30:04    47.8161;  9.96193;  283.112;
10:30:07    47.8152;  9.95673;  283.107;
10:30:10    47.8138;  9.94908;  283.099;
10:30:14    47.8133;  9.94653;  283.097;
10:30:17    47.814;  9.9501;  283.1;
10:30:21    47.8134;  9.9467;  283.097;
10:30:24    47.8147;  9.95416;  283.104;
10:30:28    47.8142;  9.95126;  283.101;
10:30:31    47.8121;  9.93974;  283.09;
10:30:34    47.8121;  9.93977;  283.09;
10:30:38    47.8144;  9.95229;  283.102;
10:30:41    47.8143;  9.95208;  283.102;
10:30:45    47.816;  9.96115;  283.111;
10:30:48    47.8128;  9.94377;  283.094;
