time   Resistance(Ohm);  Temperature('C);  Temperature(K);
14:52:06    51.5014;  30.2674;  303.417;
14:52:09    51.5018;  30.2696;  303.42;
14:52:12    51.5041;  30.2821;  303.432;
14:52:16    51.5014;  30.2671;  303.417;
14:52:19    51.5022;  30.2716;  303.422;
14:52:23    51.5009;  30.2647;  303.415;
14:52:26    51.5009;  30.2645;  303.415;
14:52:29    51.5018;  30.2697;  303.42;
14:52:33    51.5007;  30.2635;  303.414;
14:52:36    51.5007;  30.2634;  303.413;
14:52:40    51.5009;  30.2643;  303.414;
14:52:43    51.5019;  30.27;  303.42;
14:52:47    51.5019;  30.2701;  303.42;
14:52:50    51.5015;  30.2678;  303.418;
14:52:54    51.5006;  30.2628;  303.413;
14:52:57    51.5008;  30.264;  303.414;
14:53:00    51.5001;  30.26;  303.41;
14:53:04    51.501;  30.2652;  303.415;
14:53:07    51.5;  30.2598;  303.41;
14:53:11    51.5012;  30.2662;  303.416;
14:53:14    51.5012;  30.2659;  303.416;
14:53:17    51.501;  30.2652;  303.415;
14:53:21    51.5005;  30.2624;  303.412;
14:53:24    51.5009;  30.2644;  303.414;
14:53:28    51.4997;  30.2577;  303.408;
14:53:31    51.5012;  30.2659;  303.416;
14:53:35    51.5012;  30.2661;  303.416;
14:53:38    51.5008;  30.264;  303.414;
14:53:41    51.502;  30.2704;  303.42;
14:53:45    51.5007;  30.2633;  303.413;
14:53:48    51.4988;  30.2531;  303.403;
14:53:52    51.501;  30.265;  303.415;
14:53:55    51.4997;  30.2578;  303.408;
14:53:59    51.5007;  30.2635;  303.414;
14:54:02    51.5011;  30.2659;  303.416;
14:54:05    51.5019;  30.27;  303.42;
14:54:09    51.5006;  30.2628;  303.413;
14:54:12    51.5005;  30.2624;  303.412;
14:54:16    51.5009;  30.2643;  303.414;
14:54:19    51.4995;  30.2567;  303.407;
14:54:22    51.5021;  30.2709;  303.421;
14:54:26    51.5003;  30.2612;  303.411;
14:54:29    51.501;  30.2652;  303.415;
14:54:33    51.5009;  30.2642;  303.414;
14:54:36    51.4995;  30.2566;  303.407;
14:54:40    51.5008;  30.264;  303.414;
14:54:43    51.4984;  30.2508;  303.401;
