time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:38:51    51.5168;  30.3523;  303.502;
15:38:54    51.518;  30.3591;  303.509;
15:38:57    51.5151;  30.343;  303.493;
15:39:01    51.5153;  30.3441;  303.494;
15:39:04    51.5167;  30.3519;  303.502;
15:39:08    51.5163;  30.3494;  303.499;
15:39:11    51.5165;  30.3505;  303.501;
15:39:15    51.5163;  30.3497;  303.5;
15:39:18    51.5161;  30.3484;  303.498;
15:39:21    51.5142;  30.3381;  303.488;
15:39:25    51.5155;  30.3452;  303.495;
15:39:28    51.514;  30.3368;  303.487;
15:39:32    51.5146;  30.3404;  303.49;
15:39:35    51.5181;  30.3598;  303.51;
15:39:39    51.5143;  30.3385;  303.489;
15:39:42    51.5153;  30.3439;  303.494;
15:39:45    51.5153;  30.3442;  303.494;
15:39:49    51.5151;  30.3432;  303.493;
15:39:52    51.5154;  30.3448;  303.495;
15:39:56    51.5175;  30.356;  303.506;
15:39:59    51.5148;  30.3412;  303.491;
15:40:02    51.5162;  30.3488;  303.499;
15:40:06    51.5157;  30.3464;  303.496;
15:40:09    51.5157;  30.346;  303.496;
15:40:13    51.5145;  30.3397;  303.49;
15:40:16    51.5152;  30.3438;  303.494;
15:40:20    51.5138;  30.3356;  303.486;
15:40:23    51.5153;  30.3441;  303.494;
15:40:26    51.5144;  30.3391;  303.489;
15:40:30    51.5141;  30.3372;  303.487;
15:40:34    51.5146;  30.3399;  303.49;
15:40:37    51.5143;  30.3387;  303.489;
15:40:40    51.5141;  30.3376;  303.488;
15:40:44    51.5128;  30.3305;  303.481;
15:40:47    51.5131;  30.3317;  303.482;
15:40:51    51.5136;  30.3346;  303.485;
15:40:54    51.5141;  30.3377;  303.488;
15:40:57    51.5158;  30.3467;  303.497;
15:41:01    51.5154;  30.3449;  303.495;
15:41:04    51.5146;  30.34;  303.49;
15:41:08    51.5149;  30.342;  303.492;
15:41:11    51.5153;  30.3441;  303.494;
15:41:15    51.5151;  30.343;  303.493;
15:41:18    51.5133;  30.3331;  303.483;
15:41:21    51.5154;  30.3445;  303.494;
15:41:25    51.5158;  30.3469;  303.497;
15:41:28    51.5144;  30.339;  303.489;
15:41:32    51.515;  30.3426;  303.493;
15:41:35    51.5153;  30.3441;  303.494;
