time   Resistance(Ohm);  Temperature('C);  Temperature(K);
15:41:43    51.5051;  30.2879;  303.438;
15:41:47    51.5032;  30.2774;  303.427;
15:41:50    51.5049;  30.2866;  303.437;
15:41:53    51.506;  30.293;  303.443;
15:41:57    51.5029;  30.2758;  303.426;
15:42:00    51.5033;  30.278;  303.428;
15:42:04    51.5034;  30.2781;  303.428;
15:42:07    51.5027;  30.2745;  303.424;
15:42:11    51.5036;  30.2794;  303.429;
15:42:14    51.5036;  30.2794;  303.429;
15:42:17    51.5034;  30.2786;  303.429;
15:42:21    51.5034;  30.2786;  303.429;
15:42:24    51.5031;  30.2767;  303.427;
15:42:28    51.5044;  30.2837;  303.434;
15:42:31    51.5029;  30.2753;  303.425;
15:42:34    51.5039;  30.281;  303.431;
15:42:38    51.505;  30.2874;  303.437;
15:42:41    51.5027;  30.2744;  303.424;
15:42:45    51.5042;  30.2827;  303.433;
15:42:48    51.5034;  30.2784;  303.428;
15:42:51    51.5029;  30.2753;  303.425;
15:42:55    51.5017;  30.2688;  303.419;
15:42:58    51.5028;  30.2751;  303.425;
15:43:02    51.5035;  30.2788;  303.429;
15:43:05    51.503;  30.2764;  303.426;
15:43:09    51.5026;  30.2737;  303.424;
15:43:12    51.5017;  30.269;  303.419;
15:43:15    51.5025;  30.2735;  303.424;
15:43:19    51.5035;  30.279;  303.429;
15:43:22    51.5017;  30.2692;  303.419;
15:43:26    51.5022;  30.2716;  303.422;
15:43:29    51.5036;  30.2794;  303.429;
15:43:33    51.5039;  30.2811;  303.431;
15:43:36    51.5013;  30.2669;  303.417;
15:43:39    51.5039;  30.2811;  303.431;
15:43:43    51.5023;  30.2722;  303.422;
15:43:46    51.5045;  30.2842;  303.434;
15:43:50    51.5031;  30.2765;  303.427;
15:43:53    51.5041;  30.2825;  303.432;
15:43:56    51.5032;  30.2772;  303.427;
15:44:00    51.502;  30.2705;  303.42;
15:44:03    51.5014;  30.2673;  303.417;
15:44:07    51.5019;  30.27;  303.42;
15:44:10    51.5015;  30.2676;  303.418;
15:44:14    51.5021;  30.2709;  303.421;
