time   Resistance(Ohm);  Temperature('C);  Temperature(K);
12:05:28    47.8214;  9.99103;  283.141;
12:05:31    47.8201;  9.9837;  283.134;
12:05:34    47.8202;  9.98414;  283.134;
12:05:38    47.8231;  10.0001;  283.15;
12:05:41    47.8208;  9.98742;  283.137;
12:05:45    47.8207;  9.98728;  283.137;
12:05:48    47.8214;  9.99101;  283.141;
12:05:51    47.8214;  9.99067;  283.141;
12:05:55    47.8204;  9.98524;  283.135;
12:05:58    47.8209;  9.98809;  283.138;
12:06:02    47.8202;  9.98441;  283.134;
12:06:05    47.821;  9.98878;  283.139;
12:06:09    47.8202;  9.98437;  283.134;
12:06:12    47.8218;  9.99302;  283.143;
12:06:16    47.8194;  9.98011;  283.13;
12:06:19    47.8216;  9.99228;  283.142;
12:06:22    47.8212;  9.9899;  283.14;
12:06:26    47.8207;  9.98703;  283.137;
12:06:29    47.82;  9.98347;  283.133;
12:06:33    47.8201;  9.98398;  283.134;
12:06:36    47.8202;  9.98444;  283.134;
12:06:39    47.8205;  9.98571;  283.136;
12:06:43    47.8215;  9.99144;  283.141;
12:06:46    47.8212;  9.99006;  283.14;
12:06:50    47.819;  9.97776;  283.128;
12:06:53    47.8206;  9.98644;  283.136;
12:06:56    47.8212;  9.98984;  283.14;
12:07:00    47.819;  9.97793;  283.128;
12:07:03    47.8213;  9.99057;  283.141;
12:07:07    47.82;  9.98342;  283.133;
12:07:10    47.8202;  9.98417;  283.134;
12:07:14    47.8216;  9.99186;  283.142;
12:07:17    47.8207;  9.98734;  283.137;
12:07:20    47.823;  9.99985;  283.15;
12:07:24    47.822;  9.99438;  283.144;
12:07:27    47.8216;  9.99188;  283.142;
12:07:31    47.8203;  9.98498;  283.135;
12:07:34    47.8229;  9.99919;  283.149;
12:07:38    47.8195;  9.98046;  283.13;
12:07:41    47.8215;  9.99147;  283.141;
12:07:45    47.8202;  9.98448;  283.134;
12:07:48    47.8196;  9.98083;  283.131;
12:07:51    47.8217;  9.99257;  283.143;
12:07:55    47.8215;  9.9912;  283.141;
12:07:58    47.8201;  9.98353;  283.134;
12:08:02    47.8212;  9.99009;  283.14;
12:08:05    47.8213;  9.99057;  283.141;
12:08:08    47.8204;  9.98559;  283.136;
12:08:12    47.8199;  9.98252;  283.133;
12:08:15    47.82;  9.9831;  283.133;
12:08:19    47.8222;  9.9951;  283.145;
12:08:22    47.8205;  9.98623;  283.136;
12:08:25    47.8209;  9.98812;  283.138;
12:08:29    47.8206;  9.98663;  283.137;
12:08:32    47.8208;  9.98768;  283.138;
12:08:36    47.8223;  9.99594;  283.146;
12:08:39    47.8204;  9.98518;  283.135;
