time   Resistance(Ohm);  Temperature('C);  Temperature(K);
10:35:30    47.8167;  9.9653;  283.115;
10:35:33    47.8167;  9.965;  283.115;
10:35:37    47.8179;  9.97172;  283.122;
10:35:40    47.8171;  9.9671;  283.117;
10:35:44    47.8165;  9.96403;  283.114;
10:35:47    47.8161;  9.96203;  283.112;
10:35:51    47.8163;  9.96313;  283.113;
10:35:54    47.8164;  9.96333;  283.113;
10:35:57    47.8165;  9.96418;  283.114;
10:36:01    47.815;  9.95594;  283.106;
10:36:04    47.8163;  9.96273;  283.113;
10:36:08    47.8172;  9.96758;  283.118;
10:36:11    47.8158;  9.96013;  283.11;
10:36:14    47.8161;  9.96167;  283.112;
10:36:18    47.8139;  9.94961;  283.1;
10:36:21    47.8159;  9.9609;  283.111;
10:36:25    47.816;  9.96117;  283.111;
10:36:28    47.8154;  9.95802;  283.108;
10:36:32    47.8174;  9.96869;  283.119;
10:36:35    47.815;  9.95586;  283.106;
10:36:38    47.8146;  9.95366;  283.104;
10:36:42    47.8155;  9.95824;  283.108;
10:36:45    47.8161;  9.9617;  283.112;
10:36:49    47.8149;  9.95515;  283.105;
10:36:52    47.8143;  9.95172;  283.102;
10:36:56    47.8139;  9.94975;  283.1;
10:36:59    47.8128;  9.94342;  283.093;
10:37:02    47.8121;  9.94002;  283.09;
10:37:06    47.8148;  9.95488;  283.105;
10:37:09    47.8143;  9.95184;  283.102;
10:37:13    47.8136;  9.94801;  283.098;
10:37:16    47.8153;  9.95734;  283.107;
10:37:19    47.8145;  9.95287;  283.103;
10:37:23    47.8151;  9.95606;  283.106;
10:37:26    47.8125;  9.94228;  283.092;
10:37:30    47.8163;  9.96268;  283.113;
10:37:33    47.8137;  9.94865;  283.099;
10:37:37    47.8133;  9.94644;  283.096;
10:37:40    47.8141;  9.95101;  283.101;
10:37:43    47.8154;  9.95793;  283.108;
10:37:47    47.815;  9.95598;  283.106;
10:37:50    47.8142;  9.95157;  283.102;
10:37:54    47.8154;  9.95807;  283.108;
10:37:57    47.8155;  9.95827;  283.108;
10:38:00    47.8133;  9.94638;  283.096;
10:38:04    47.8166;  9.96433;  283.114;
