time   Resistance(Ohm);  Temperature('C);  Temperature(K);
16:00:57    51.502;  30.2707;  303.421;
16:01:00    51.5027;  30.2743;  303.424;
16:01:04    51.5029;  30.2755;  303.425;
16:01:07    51.5015;  30.2678;  303.418;
16:01:11    51.5029;  30.2754;  303.425;
16:01:14    51.5015;  30.268;  303.418;
16:01:18    51.5016;  30.2683;  303.418;
16:01:21    51.5016;  30.2684;  303.418;
16:01:24    51.5027;  30.2745;  303.424;
16:01:28    51.5004;  30.2619;  303.412;
16:01:31    51.5007;  30.2634;  303.413;
16:01:34    51.5034;  30.2785;  303.429;
16:01:38    51.5015;  30.268;  303.418;
16:01:41    51.5013;  30.2664;  303.416;
16:01:45    51.5023;  30.2723;  303.422;
16:01:48    51.5018;  30.2692;  303.419;
16:01:52    51.5025;  30.2731;  303.423;
16:01:55    51.5012;  30.266;  303.416;
16:01:58    51.5012;  30.2661;  303.416;
16:02:02    51.5009;  30.2645;  303.415;
16:02:05    51.5;  30.2596;  303.41;
16:02:09    51.5017;  30.2687;  303.419;
16:02:12    51.4997;  30.2581;  303.408;
16:02:16    51.4999;  30.2588;  303.409;
16:02:19    51.5012;  30.266;  303.416;
16:02:23    51.5002;  30.2607;  303.411;
16:02:26    51.5015;  30.2676;  303.418;
16:02:29    51.5004;  30.2619;  303.412;
16:02:33    51.5018;  30.2694;  303.419;
16:02:36    51.4993;  30.2555;  303.406;
16:02:40    51.5018;  30.2696;  303.42;
16:02:43    51.4999;  30.2588;  303.409;
16:02:46    51.5027;  30.2744;  303.424;
16:02:50    51.5005;  30.2623;  303.412;
16:02:53    51.5011;  30.2654;  303.415;
16:02:57    51.5005;  30.2625;  303.412;
16:03:00    51.502;  30.2708;  303.421;
16:03:04    51.5007;  30.2634;  303.413;
16:03:07    51.4985;  30.2512;  303.401;
16:03:10    51.5013;  30.2668;  303.417;
16:03:14    51.5031;  30.2765;  303.427;
16:03:17    51.5;  30.2596;  303.41;
16:03:21    51.5007;  30.2636;  303.414;
16:03:24    51.5006;  30.2626;  303.413;
16:03:27    51.5002;  30.2606;  303.411;
