time   Resistance(Ohm);  Temperature('C);  Temperature(K);
11:49:24    47.8183;  9.97411;  283.124;
11:49:28    47.8182;  9.9736;  283.124;
11:49:31    47.818;  9.97233;  283.122;
11:49:35    47.8187;  9.97585;  283.126;
11:49:38    47.8181;  9.97284;  283.123;
11:49:41    47.8199;  9.98257;  283.133;
11:49:45    47.8181;  9.97256;  283.123;
11:49:48    47.8187;  9.97627;  283.126;
11:49:51    47.8175;  9.96965;  283.12;
11:49:55    47.8183;  9.9737;  283.124;
11:49:58    47.817;  9.96682;  283.117;
11:50:02    47.8185;  9.97471;  283.125;
11:50:05    47.8192;  9.97877;  283.129;
11:50:09    47.8192;  9.97909;  283.129;
11:50:12    47.8193;  9.97931;  283.129;
11:50:15    47.8177;  9.97056;  283.121;
11:50:19    47.8182;  9.97308;  283.123;
11:50:22    47.8165;  9.96391;  283.114;
11:50:26    47.8174;  9.96883;  283.119;
11:50:29    47.8169;  9.96615;  283.116;
11:50:33    47.8173;  9.96853;  283.119;
11:50:36    47.818;  9.97218;  283.122;
11:50:39    47.8186;  9.97537;  283.125;
11:50:43    47.8169;  9.96621;  283.116;
11:50:46    47.8183;  9.97405;  283.124;
11:50:50    47.8176;  9.96985;  283.12;
11:50:53    47.8183;  9.97363;  283.124;
11:50:57    47.8175;  9.96945;  283.119;
11:51:00    47.818;  9.97228;  283.122;
11:51:03    47.8201;  9.98366;  283.134;
11:51:07    47.8175;  9.96933;  283.119;
11:51:10    47.819;  9.97794;  283.128;
11:51:14    47.8176;  9.9701;  283.12;
11:51:17    47.8189;  9.97718;  283.127;
11:51:20    47.8168;  9.96586;  283.116;
11:51:24    47.8176;  9.96986;  283.12;
11:51:27    47.8185;  9.97516;  283.125;
11:51:31    47.816;  9.9613;  283.111;
11:51:34    47.8179;  9.97178;  283.122;
11:51:37    47.8177;  9.97062;  283.121;
11:51:41    47.819;  9.97787;  283.128;
11:51:44    47.8167;  9.965;  283.115;
11:51:48    47.8176;  9.96998;  283.12;
11:51:51    47.8175;  9.96961;  283.12;
11:51:55    47.8184;  9.97439;  283.124;
